BARCODE,X1,Y1,X2,Y2,X3,Y3,X4,Y4
Fill,409109.1961,3659543.365,409109.212,3659544.372,409118.1779,3659544.256,409118.1646,3659543.25
12D2001,409118.1779,3659544.256,409109.212,3659544.372,409109.228,3659545.386,409118.1914,3659545.272
12D2002,409109.228,3659545.386,409109.2439,3659546.396,409118.2047,3659546.279,409118.1914,3659545.272
12D2003,409118.2047,3659546.279,409109.2439,3659546.396,409109.2596,3659547.392,409118.218,3659547.282
12D2004,409109.2596,3659547.392,409109.2757,3659548.408,409118.2313,3659548.292,409118.218,3659547.282
12D2005,409118.2313,3659548.292,409109.2757,3659548.408,409109.2918,3659549.427,409118.2448,3659549.311
12D2006,409109.2918,3659549.427,409109.3078,3659550.445,409118.2583,3659550.331,409118.2448,3659549.311
12D2007,409118.2583,3659550.331,409109.3078,3659550.445,409109.3242,3659551.482,409118.272,3659551.365
12D2008,409109.3242,3659551.482,409109.3399,3659552.478,409118.2851,3659552.352,409118.272,3659551.365
12D2009,409118.2851,3659552.352,409109.3399,3659552.478,409109.3562,3659553.509,409118.2989,3659553.392
12D2010,409109.3562,3659553.509,409109.3722,3659554.523,409118.3122,3659554.403,409118.2989,3659553.392
Fill,409118.3122,3659554.403,409109.3722,3659554.523,409109.3881,3659555.533,409118.3256,3659555.414
Fill,409108.5866,3659543.373,409099.8856,3659543.485,409099.8993,3659544.492,409108.6025,3659544.38
12D2011,409099.8993,3659544.492,409099.913,3659545.505,409108.6185,3659545.394,409108.6025,3659544.38
12D2012,409108.6185,3659545.394,409099.913,3659545.505,409099.9268,3659546.517,409108.6345,3659546.404
12D2013,409099.9268,3659546.517,409099.9402,3659547.506,409108.6502,3659547.399,409108.6345,3659546.404
12D2014,409108.6502,3659547.399,409099.9402,3659547.506,409099.9541,3659548.529,409108.6662,3659548.416
12D2015,409099.9541,3659548.529,409099.968,3659549.549,409108.6823,3659549.435,409108.6662,3659548.416
12D2016,409108.6823,3659549.435,409099.968,3659549.549,409099.9817,3659550.564,409108.6983,3659550.453
12D2017,409099.9817,3659550.564,409099.9959,3659551.605,409108.7147,3659551.49,409108.6983,3659550.453
12D2018,409108.7147,3659551.49,409099.9959,3659551.605,409100.0095,3659552.609,409108.7304,3659552.487
12D2019,409100.0095,3659552.609,409100.0234,3659553.631,409108.7467,3659553.517,409108.7304,3659552.487
12D2020,409108.7467,3659553.517,409100.0234,3659553.631,409100.0372,3659554.65,409108.7627,3659554.532
Fill,409100.0372,3659554.65,409100.0509,3659555.657,409108.7786,3659555.541,409108.7627,3659554.532
Fill,409099.2761,3659543.493,409090.2401,3659543.61,409090.2469,3659544.617,409099.2898,3659544.5
12D2021,409090.2469,3659544.617,409090.2538,3659545.628,409099.3035,3659545.513,409099.2898,3659544.5
12D2022,409099.3035,3659545.513,409090.2538,3659545.628,409090.2607,3659546.642,409099.3173,3659546.525
12D2023,409090.2607,3659546.642,409090.2674,3659547.625,409099.3307,3659547.513,409099.3173,3659546.525
12D2024,409099.3307,3659547.513,409090.2674,3659547.625,409090.2745,3659548.655,409099.3446,3659548.537
12D2025,409090.2745,3659548.655,409090.2814,3659549.675,409099.3585,3659549.557,409099.3446,3659548.537
12D2026,409099.3585,3659549.557,409090.2814,3659549.675,409090.2883,3659550.688,409099.3723,3659550.572
12D2027,409090.2883,3659550.688,409090.2954,3659551.732,409099.3864,3659551.613,409099.3723,3659550.572
12D2028,409099.3864,3659551.613,409090.2954,3659551.732,409090.3023,3659552.746,409099.4,3659552.618
12D2029,409090.3023,3659552.746,409090.3093,3659553.758,409099.4139,3659553.639,409099.4,3659552.618
12D2030,409099.4139,3659553.639,409090.3093,3659553.758,409090.3162,3659554.781,409099.4277,3659554.658
Fill,409090.3162,3659554.781,409090.3231,3659555.786,409099.4414,3659555.665,409099.4277,3659554.658
Fill,409080.7581,3659543.732,409080.765,3659544.74,409089.6374,3659544.625,409089.6305,3659543.618
12D2031,409089.6374,3659544.625,409080.765,3659544.74,409080.7719,3659545.75,409089.6443,3659545.636
12D2032,409080.7719,3659545.75,409080.7788,3659546.765,409089.6512,3659546.65,409089.6443,3659545.636
12D2033,409080.7788,3659546.765,409080.7855,3659547.741,409089.6579,3659547.632,409089.6512,3659546.65
12D2034,409089.6579,3659547.632,409080.7855,3659547.741,409080.7926,3659548.779,409089.6649,3659548.663
12D2035,409080.7926,3659548.779,409080.7995,3659549.798,409089.6719,3659549.683,409089.6649,3659548.663
12D2036,409089.6719,3659549.683,409080.7995,3659549.798,409080.8064,3659550.809,409089.6788,3659550.696
12D2037,409080.8064,3659550.809,409080.8135,3659551.856,409089.6859,3659551.74,409089.6788,3659550.696
12D2038,409089.6859,3659551.74,409080.8135,3659551.856,409080.8205,3659552.879,409089.6928,3659552.754
12D2039,409080.8205,3659552.879,409080.8273,3659553.883,409089.6997,3659553.766,409089.6928,3659552.754
12D2040,409089.6997,3659553.766,409080.8273,3659553.883,409080.8343,3659554.909,409089.7067,3659554.789
Fill,409080.8343,3659554.909,409080.8412,3659555.913,409089.7135,3659555.795,409089.7067,3659554.789
Fill,409071.5372,3659543.851,409071.5513,3659544.859,409080.1555,3659544.748,409080.1486,3659543.74
12D2041,409080.1555,3659544.748,409071.5513,3659544.859,409071.5654,3659545.867,409080.1624,3659545.757
12D2042,409071.5654,3659545.867,409071.5796,3659546.885,409080.1693,3659546.773,409080.1624,3659545.757
12D2043,409080.1693,3659546.773,409071.5796,3659546.885,409071.5932,3659547.854,409080.1759,3659547.749
12D2044,409071.5932,3659547.854,409071.6078,3659548.898,409080.183,3659548.787,409080.1759,3659547.749
12D2045,409080.183,3659548.787,409071.6078,3659548.898,409071.622,3659549.917,409080.19,3659549.806
12D2046,409071.622,3659549.917,409071.6362,3659550.927,409080.1968,3659550.817,409080.19,3659549.806
12D2047,409080.1968,3659550.817,409071.6362,3659550.927,409071.6509,3659551.977,409080.204,3659551.864
12D2048,409071.6509,3659551.977,409071.6653,3659553.008,409080.211,3659552.887,409080.204,3659551.864
12D2049,409071.6653,3659553.008,409071.6792,3659554.002,409080.2178,3659553.891,409080.211,3659552.887
12D2050,409071.6792,3659554.002,409071.6936,3659555.033,409080.2248,3659554.917,409080.2178,3659553.891
Fill,409080.2248,3659554.917,409071.6936,3659555.033,409071.7076,3659556.034,409080.2316,3659555.921
Fill,409062.0741,3659543.973,409062.0863,3659544.981,409070.9418,3659544.867,409070.9277,3659543.859
12D2051,409070.9418,3659544.867,409062.0863,3659544.981,409062.0985,3659545.988,409070.9559,3659545.875
12D2052,409062.0985,3659545.988,409062.1108,3659547.008,409070.9701,3659546.893,409070.9559,3659545.875
12D2053,409070.9701,3659546.893,409062.1108,3659547.008,409062.1225,3659547.97,409070.9837,3659547.861
12D2054,409062.1225,3659547.97,409062.1352,3659549.021,409070.9983,3659548.906,409070.9837,3659547.861
12D2055,409062.1352,3659549.021,409062.1475,3659550.04,409071.0126,3659549.925,409070.9983,3659548.906
12D2056,409071.0126,3659549.925,409062.1475,3659550.04,409062.1597,3659551.048,409071.0267,3659550.934
12D2057,409062.1597,3659551.048,409062.1724,3659552.101,409071.0414,3659551.985,409071.0267,3659550.934
12D2058,409071.0414,3659551.985,409062.1724,3659552.101,409062.185,3659553.141,409071.0558,3659553.016
12D2059,409062.185,3659553.141,409062.1969,3659554.127,409071.0697,3659554.01,409071.0558,3659553.016
12D2060,409062.1969,3659554.127,409062.2094,3659555.161,409071.0841,3659555.041,409071.0697,3659554.01
Fill,409071.0841,3659555.041,409062.2094,3659555.161,409062.2215,3659556.16,409071.0981,3659556.042
Fill,409052.6313,3659544.094,409052.6422,3659545.103,409061.4768,3659544.989,409061.4646,3659543.981
12D2061,409052.6422,3659545.103,409052.653,3659546.109,409061.489,3659545.996,409061.4768,3659544.989
12D2062,409061.489,3659545.996,409052.653,3659546.109,409052.6641,3659547.131,409061.5013,3659547.016
12D2063,409052.6641,3659547.131,409052.6744,3659548.086,409061.513,3659547.978,409061.5013,3659547.016
12D2064,409061.513,3659547.978,409052.6744,3659548.086,409052.6858,3659549.144,409061.5257,3659549.029
12D2065,409052.6858,3659549.144,409052.6968,3659550.163,409061.538,3659550.048,409061.5257,3659549.029
12D2066,409061.538,3659550.048,409052.6968,3659550.163,409052.7077,3659551.169,409061.5502,3659551.056
12D2067,409052.7077,3659551.169,409052.7191,3659552.225,409061.5629,3659552.109,409061.5502,3659551.056
12D2068,409061.5629,3659552.109,409052.7191,3659552.225,409052.7304,3659553.274,409061.5755,3659553.149
12D2069,409052.7304,3659553.274,409052.741,3659554.251,409061.5874,3659554.135,409061.5755,3659553.149
12D2070,409061.5874,3659554.135,409052.741,3659554.251,409052.7522,3659555.288,409061.5999,3659555.169
Fill,409052.7522,3659555.288,409052.763,3659556.286,409061.612,3659556.168,409061.5999,3659555.169
Fill,409043.2513,3659544.215,409043.2652,3659545.225,409052.0326,3659545.111,409052.0217,3659544.102
12D2071,409052.0326,3659545.111,409043.2652,3659545.225,409043.279,3659546.228,409052.0435,3659546.116
12D2072,409043.279,3659546.228,409043.2932,3659547.252,409052.0545,3659547.138,409052.0435,3659546.116
12D2073,409052.0545,3659547.138,409043.2932,3659547.252,409043.3062,3659548.201,409052.0649,3659548.094
12D2074,409043.3062,3659548.201,409043.3209,3659549.266,409052.0763,3659549.152,409052.0649,3659548.094
12D2075,409052.0763,3659549.152,409043.3209,3659549.266,409043.335,3659550.285,409052.0873,3659550.171
12D2076,409043.335,3659550.285,409043.3488,3659551.288,409052.0982,3659551.176,409052.0873,3659550.171
12D2077,409052.0982,3659551.176,409043.3488,3659551.288,409043.3634,3659552.348,409052.1096,3659552.233
12D2078,409043.3634,3659552.348,409043.378,3659553.405,409052.1209,3659553.282,409052.1096,3659552.233
12D2079,409043.378,3659553.405,409043.3913,3659554.373,409052.1315,3659554.259,409052.1209,3659553.282
12D2080,409052.1315,3659554.259,409043.3913,3659554.373,409043.4057,3659555.415,409052.1427,3659555.297
Fill,409043.4057,3659555.415,409043.4194,3659556.41,409052.1535,3659556.294,409052.1427,3659555.297
Fill,409033.8336,3659544.337,409033.847,3659545.346,409042.6557,3659545.232,409042.6418,3659544.223
12D2081,409042.6557,3659545.232,409033.847,3659545.346,409033.8604,3659546.349,409042.6695,3659546.236
12D2082,409033.8604,3659546.349,409033.874,3659547.375,409042.6837,3659547.26,409042.6695,3659546.236
12D2083,409033.874,3659547.375,409033.8866,3659548.317,409042.6967,3659548.209,409042.6837,3659547.26
12D2084,409042.6967,3659548.209,409033.8866,3659548.317,409033.9008,3659549.389,409042.7114,3659549.274
12D2085,409033.9008,3659549.389,409033.9144,3659550.408,409042.7255,3659550.293,409042.7114,3659549.274
12D2086,409042.7255,3659550.293,409033.9144,3659550.408,409033.9277,3659551.409,409042.7393,3659551.296
12D2087,409033.9277,3659551.409,409033.9419,3659552.471,409042.7539,3659552.356,409042.7393,3659551.296
12D2088,409042.7539,3659552.356,409033.9419,3659552.471,409033.9561,3659553.538,409042.7685,3659553.414
12D2089,409033.9561,3659553.538,409033.9689,3659554.496,409042.7818,3659554.381,409042.7685,3659553.414
12D2090,409042.7818,3659554.381,409033.9689,3659554.496,409033.9828,3659555.542,409042.7962,3659555.423
Fill,409033.9828,3659555.542,409033.996,3659556.536,409042.8099,3659556.418,409042.7962,3659555.423
Fill,409024.3964,3659544.458,409024.4091,3659545.468,409033.2375,3659545.354,409033.2241,3659544.344
12D2091,409033.2375,3659545.354,409024.4091,3659545.468,409024.4217,3659546.469,409033.2509,3659546.356
12D2092,409024.4217,3659546.469,409024.4347,3659547.497,409033.2645,3659547.383,409033.2509,3659546.356
12D2093,409033.2645,3659547.383,409024.4347,3659547.497,409024.4465,3659548.433,409033.2771,3659548.324
12D2094,409024.4465,3659548.433,409024.4601,3659549.511,409033.2914,3659549.397,409033.2771,3659548.324
12D2095,409033.2914,3659549.397,409024.4601,3659549.511,409024.4729,3659550.53,409033.3049,3659550.415
12D2096,409024.4729,3659550.53,409024.4855,3659551.529,409033.3183,3659551.416,409033.3049,3659550.415
12D2097,409033.3183,3659551.416,409024.4855,3659551.529,409024.499,3659552.595,409033.3324,3659552.479
12D2098,409024.499,3659552.595,409024.5125,3659553.67,409033.3466,3659553.546,409033.3324,3659552.479
12D2099,409024.5125,3659553.67,409024.5245,3659554.62,409033.3594,3659554.504,409033.3466,3659553.546
12D2100,409033.3594,3659554.504,409024.5245,3659554.62,409024.5378,3659555.67,409033.3733,3659555.55
Fill,409024.5378,3659555.67,409024.5503,3659556.661,409033.3865,3659556.544,409033.3733,3659555.55
Fill,409023.7869,3659544.466,409014.9631,3659544.58,409014.9758,3659545.59,409023.7996,3659545.476
12D2101,409014.9758,3659545.59,409014.9885,3659546.59,409023.8122,3659546.477,409023.7996,3659545.476
12D2102,409023.8122,3659546.477,409014.9885,3659546.59,409015.0014,3659547.62,409023.8252,3659547.505
12D2103,409015.0014,3659547.62,409015.0132,3659548.548,409023.837,3659548.44,409023.8252,3659547.505
12D2104,409023.837,3659548.44,409015.0132,3659548.548,409015.0268,3659549.634,409023.8506,3659549.519
12D2105,409015.0268,3659549.634,409015.0397,3659550.653,409023.8634,3659550.538,409023.8506,3659549.519
12D2106,409023.8634,3659550.538,409015.0397,3659550.653,409015.0523,3659551.65,409023.876,3659551.537
12D2107,409015.0523,3659551.65,409015.0657,3659552.719,409023.8895,3659552.603,409023.876,3659551.537
12D2108,409023.8895,3659552.603,409015.0657,3659552.719,409015.0794,3659553.803,409023.9031,3659553.679
12D2109,409015.0794,3659553.803,409015.0913,3659554.744,409023.915,3659554.628,409023.9031,3659553.679
12D2110,409023.915,3659554.628,409015.0913,3659554.744,409015.1046,3659555.797,409023.9283,3659555.678
Fill,409015.1046,3659555.797,409015.1171,3659556.787,409023.9408,3659556.669,409023.9283,3659555.678
Fill,409109.4204,3659557.581,409109.4361,3659558.576,409118.3659,3659558.456,409118.3528,3659557.465
12W2001,409109.4361,3659558.576,409109.4528,3659559.633,409118.38,3659559.519,409118.3659,3659558.456
12W2002,409118.38,3659559.519,409109.4528,3659559.633,409109.4689,3659560.657,409118.3935,3659560.539
12W2003,409109.4689,3659560.657,409109.4847,3659561.653,409118.4067,3659561.536,409118.3935,3659560.539
12W2004,409118.4067,3659561.536,409109.4847,3659561.653,409109.5004,3659562.651,409118.4199,3659562.537
12W2005,409109.5004,3659562.651,409109.5171,3659563.707,409118.4339,3659563.596,409118.4199,3659562.537
12W2006,409118.4339,3659563.596,409109.5171,3659563.707,409109.5327,3659564.697,409118.4469,3659564.578
12W2007,409109.5327,3659564.697,409109.5484,3659565.692,409118.4601,3659565.574,409118.4469,3659564.578
12W2008,409118.4601,3659565.574,409109.5484,3659565.692,409109.5637,3659566.665,409118.473,3659566.545
12W2009,409109.5637,3659566.665,409109.5795,3659567.665,409118.4862,3659567.541,409118.473,3659566.545
12W2010,409118.4862,3659567.541,409109.5795,3659567.665,409109.5959,3659568.702,409118.4999,3659568.582
Fill,409109.5959,3659568.702,409109.6122,3659569.739,409118.5137,3659569.62,409118.4999,3659568.582
Fill,409100.0787,3659557.701,409100.0923,3659558.702,409108.8266,3659558.584,409108.8109,3659557.588
12W2011,409100.0923,3659558.702,409100.1065,3659559.753,409108.8433,3659559.641,409108.8266,3659558.584
12W2012,409108.8433,3659559.641,409100.1065,3659559.753,409100.1205,3659560.78,409108.8595,3659560.665
12W2013,409100.1205,3659560.78,409100.134,3659561.775,409108.8752,3659561.661,409108.8595,3659560.665
12W2014,409108.8752,3659561.661,409100.134,3659561.775,409100.1475,3659562.77,409108.8909,3659562.658
12W2015,409100.1475,3659562.77,409100.1618,3659563.823,409108.9076,3659563.714,409108.8909,3659562.658
12W2016,409108.9076,3659563.714,409100.1618,3659563.823,409100.1754,3659564.822,409108.9232,3659564.705
12W2017,409100.1754,3659564.822,409100.1889,3659565.815,409108.9389,3659565.7,409108.9232,3659564.705
12W2018,409108.9389,3659565.7,409100.1889,3659565.815,409100.2021,3659566.792,409108.9543,3659566.673
12W2019,409100.2021,3659566.792,409100.2157,3659567.795,409108.97,3659567.673,409108.9543,3659566.673
12W2020,409108.97,3659567.673,409100.2157,3659567.795,409100.2298,3659568.827,409108.9864,3659568.71
Fill,409100.2298,3659568.827,409100.2438,3659569.863,409109.0028,3659569.747,409108.9864,3659568.71
Fill,409090.337,3659557.828,409090.3438,3659558.833,409099.4828,3659558.71,409099.4692,3659557.709
12W2021,409090.3438,3659558.833,409090.351,3659559.878,409099.497,3659559.761,409099.4828,3659558.71
12W2022,409090.351,3659559.878,409090.358,3659560.908,409099.511,3659560.788,409099.497,3659559.761
12W2023,409099.511,3659560.788,409090.358,3659560.908,409090.3648,3659561.904,409099.5245,3659561.783
12W2024,409090.3648,3659561.904,409090.3715,3659562.895,409099.538,3659562.778,409099.5245,3659561.783
12W2025,409090.3715,3659562.895,409090.3787,3659563.945,409099.5523,3659563.831,409099.538,3659562.778
12W2026,409099.5523,3659563.831,409090.3787,3659563.945,409090.3856,3659564.952,409099.5659,3659564.83
12W2027,409090.3856,3659564.952,409090.3923,3659565.945,409099.5794,3659565.824,409099.5659,3659564.83
12W2028,409099.5794,3659565.824,409090.3923,3659565.945,409090.399,3659566.925,409099.5926,3659566.8
12W2029,409090.399,3659566.925,409090.4059,3659567.931,409099.6063,3659567.803,409099.5926,3659566.8
12W2030,409099.6063,3659567.803,409090.4059,3659567.931,409090.4129,3659568.959,409099.6203,3659568.836
Fill,409090.4129,3659568.959,409090.4199,3659569.994,409099.6343,3659569.871,409099.6203,3659568.836
Fill,409080.8551,3659557.95,409080.862,3659558.96,409089.7343,3659558.841,409089.7274,3659557.835
12W2031,409089.7343,3659558.841,409080.862,3659558.96,409080.869,3659559.999,409089.7414,3659559.885
12W2032,409080.869,3659559.999,409080.8761,3659561.032,409089.7484,3659560.916,409089.7414,3659559.885
12W2033,409080.8761,3659561.032,409080.8829,3659562.028,409089.7552,3659561.912,409089.7484,3659560.916
12W2034,409089.7552,3659561.912,409080.8829,3659562.028,409080.8896,3659563.017,409089.762,3659562.903
12W2035,409080.8896,3659563.017,409080.8967,3659564.063,409089.7691,3659563.952,409089.762,3659562.903
12W2036,409089.7691,3659563.952,409080.8967,3659564.063,409080.9037,3659565.079,409089.776,3659564.96
12W2037,409080.9037,3659565.079,409080.9104,3659566.07,409089.7828,3659565.953,409089.776,3659564.96
12W2038,409080.9104,3659566.07,409080.9171,3659567.053,409089.7895,3659566.933,409089.7828,3659565.953
12W2039,409080.9171,3659567.053,409080.924,3659568.063,409089.7963,3659567.94,409089.7895,3659566.933
12W2040,409080.924,3659568.063,409080.931,3659569.087,409089.8033,3659568.967,409089.7963,3659567.94
Fill,409089.8033,3659568.967,409080.931,3659569.087,409080.938,3659570.12,409089.8104,3659570.002
Fill,409071.7361,3659558.068,409071.7502,3659559.083,409080.2524,3659558.968,409080.2455,3659557.958
12W2041,409080.2524,3659558.968,409071.7502,3659559.083,409071.7647,3659560.115,409080.2595,3659560.007
12W2042,409071.7647,3659560.115,409071.7792,3659561.152,409080.2665,3659561.04,409080.2595,3659560.007
12W2043,409080.2665,3659561.04,409071.7792,3659561.152,409071.7931,3659562.147,409080.2733,3659562.036
12W2044,409071.7931,3659562.147,409071.8069,3659563.133,409080.2801,3659563.024,409080.2733,3659562.036
12W2045,409080.2801,3659563.024,409071.8069,3659563.133,409071.8215,3659564.176,409080.2872,3659564.07
12W2046,409080.2872,3659564.07,409071.8215,3659564.176,409071.8358,3659565.199,409080.2941,3659565.087
12W2047,409071.8358,3659565.199,409071.8497,3659566.189,409080.3009,3659566.078,409080.2941,3659565.087
12W2048,409080.3009,3659566.078,409071.8497,3659566.189,409071.8634,3659567.175,409080.3076,3659567.061
12W2049,409071.8634,3659567.175,409071.8776,3659568.189,409080.3145,3659568.071,409080.3076,3659567.061
12W2050,409080.3145,3659568.071,409071.8776,3659568.189,409071.8919,3659569.208,409080.3214,3659569.095
Fill,409080.3214,3659569.095,409071.8919,3659569.208,409071.9063,3659570.24,409080.3285,3659570.128
Fill,409062.2461,3659558.191,409062.2584,3659559.21,409071.1408,3659559.091,409071.1266,3659558.076
12W2051,409071.1408,3659559.091,409062.2584,3659559.21,409062.2708,3659560.237,409071.1552,3659560.123
12W2052,409062.2708,3659560.237,409062.2834,3659561.277,409071.1697,3659561.16,409071.1552,3659560.123
12W2053,409062.2834,3659561.277,409062.2955,3659562.272,409071.1836,3659562.155,409071.1697,3659561.16
12W2054,409071.1836,3659562.155,409062.2955,3659562.272,409062.3073,3659563.254,409071.1974,3659563.141
12W2055,409062.3073,3659563.254,409062.3199,3659564.294,409071.212,3659564.183,409071.1974,3659563.141
12W2056,409071.212,3659564.183,409062.3199,3659564.294,409062.3324,3659565.326,409071.2263,3659565.207
12W2057,409071.2263,3659565.207,409062.3324,3659565.326,409062.3444,3659566.315,409071.2402,3659566.197
12W2058,409062.3444,3659566.315,409062.3563,3659567.304,409071.254,3659567.184,409071.2402,3659566.197
12W2059,409071.254,3659567.184,409062.3563,3659567.304,409062.3686,3659568.321,409071.2681,3659568.197
12W2060,409062.3686,3659568.321,409062.3809,3659569.336,409071.2824,3659569.216,409071.2681,3659568.197
Fill,409071.2824,3659569.216,409062.3809,3659569.336,409062.3933,3659570.366,409071.2968,3659570.248
Fill,409052.7849,3659558.314,409052.7959,3659559.337,409061.6489,3659559.218,409061.6366,3659558.199
12W2061,409061.6489,3659559.218,409052.7959,3659559.337,409052.807,3659560.358,409061.6613,3659560.245
12W2062,409052.807,3659560.358,409052.8182,3659561.401,409061.6739,3659561.285,409061.6613,3659560.245
12W2063,409061.6739,3659561.285,409052.8182,3659561.401,409052.829,3659562.396,409061.686,3659562.28
12W2064,409052.829,3659562.396,409052.8396,3659563.375,409061.6978,3659563.262,409061.686,3659562.28
12W2065,409061.6978,3659563.262,409052.8396,3659563.375,409052.8508,3659564.412,409061.7104,3659564.301
12W2066,409052.8508,3659564.412,409052.862,3659565.452,409061.7229,3659565.334,409061.7104,3659564.301
12W2067,409061.7229,3659565.334,409052.862,3659565.452,409052.8727,3659566.44,409061.7348,3659566.323
12W2068,409052.8727,3659566.44,409052.8834,3659567.432,409061.7468,3659567.312,409061.7348,3659566.323
12W2069,409061.7468,3659567.312,409052.8834,3659567.432,409052.8944,3659568.452,409061.7591,3659568.329
12W2070,409052.8944,3659568.452,409052.9053,3659569.463,409061.7714,3659569.344,409061.7591,3659568.329
Fill,409061.7714,3659569.344,409052.9053,3659569.463,409052.9164,3659570.492,409061.7838,3659570.374
Fill,409043.4473,3659558.435,409043.4615,3659559.463,409052.1864,3659559.346,409052.1754,3659558.322
12W2071,409052.1864,3659559.346,409043.4615,3659559.463,409043.4755,3659560.477,409052.1974,3659560.366
12W2072,409043.4755,3659560.477,409043.4899,3659561.524,409052.2087,3659561.409,409052.1974,3659560.366
12W2073,409052.2087,3659561.409,409043.4899,3659561.524,409043.5036,3659562.519,409052.2195,3659562.404
12W2074,409043.5036,3659562.519,409043.517,3659563.495,409052.23,3659563.383,409052.2195,3659562.404
12W2075,409052.23,3659563.383,409043.517,3659563.495,409043.5313,3659564.528,409052.2412,3659564.419
12W2076,409043.5313,3659564.528,409043.5457,3659565.576,409052.2525,3659565.46,409052.2412,3659564.419
12W2077,409052.2525,3659565.46,409043.5457,3659565.576,409043.5593,3659566.563,409052.2632,3659566.448
12W2078,409043.5593,3659566.563,409043.5731,3659567.558,409052.2739,3659567.44,409052.2632,3659566.448
12W2079,409043.5731,3659567.558,409043.5872,3659568.582,409052.2849,3659568.461,409052.2739,3659567.44
12W2080,409052.2849,3659568.461,409043.5872,3659568.582,409043.601,3659569.588,409052.2958,3659569.471
Fill,409043.601,3659569.588,409043.6152,3659570.616,409052.3069,3659570.5,409052.2958,3659569.471
Fill,409042.8378,3659558.442,409034.0229,3659558.557,409034.0367,3659559.589,409042.852,3659559.471
12W2081,409034.0367,3659559.589,409034.0501,3659560.598,409042.866,3659560.485,409042.852,3659559.471
12W2082,409042.866,3659560.485,409034.0501,3659560.598,409034.0641,3659561.647,409042.8804,3659561.532
12W2083,409034.0641,3659561.647,409034.0773,3659562.642,409042.8941,3659562.527,409042.8804,3659561.532
12W2084,409034.0773,3659562.642,409034.0903,3659563.615,409042.9075,3659563.502,409042.8941,3659562.527
12W2085,409042.9075,3659563.502,409034.0903,3659563.615,409034.104,3659564.645,409042.9218,3659564.535
12W2086,409034.104,3659564.645,409034.1181,3659565.702,409042.9362,3659565.584,409042.9218,3659564.535
12W2087,409042.9362,3659565.584,409034.1181,3659565.702,409034.1312,3659566.687,409042.9498,3659566.571
12W2088,409034.1312,3659566.687,409034.1445,3659567.686,409042.9636,3659567.566,409042.9498,3659566.571
12W2089,409042.9636,3659567.566,409034.1445,3659567.686,409034.1582,3659568.713,409042.9777,3659568.59
12W2090,409034.1582,3659568.713,409034.1715,3659569.715,409042.9915,3659569.596,409042.9777,3659568.59
Fill,409042.9915,3659569.596,409034.1715,3659569.715,409034.1852,3659570.741,409043.0057,3659570.624
Fill,409033.4134,3659558.564,409024.5757,3659558.679,409024.5888,3659559.717,409033.4272,3659559.598
12W2091,409024.5888,3659559.717,409024.6014,3659560.719,409033.4406,3659560.606,409033.4272,3659559.598
12W2092,409033.4406,3659560.606,409024.6014,3659560.719,409024.6147,3659561.772,409033.4546,3659561.655
12W2093,409024.6147,3659561.772,409024.6273,3659562.766,409033.4678,3659562.65,409033.4546,3659561.655
12W2094,409033.4678,3659562.65,409024.6273,3659562.766,409024.6395,3659563.736,409033.4808,3659563.623
12W2095,409024.6395,3659563.736,409024.6524,3659564.762,409033.4945,3659564.652,409033.4808,3659563.623
12W2096,409033.4945,3659564.652,409024.6524,3659564.762,409024.6659,3659565.828,409033.5086,3659565.71
12W2097,409024.6659,3659565.828,409024.6783,3659566.812,409033.5217,3659566.695,409033.5086,3659565.71
12W2098,409033.5217,3659566.695,409024.6783,3659566.812,409024.6909,3659567.814,409033.535,3659567.694
12W2099,409024.6909,3659567.814,409024.7039,3659568.844,409033.5487,3659568.721,409033.535,3659567.694
12W2100,409033.5487,3659568.721,409024.7039,3659568.844,409024.7165,3659569.842,409033.562,3659569.723
Fill,409024.7165,3659569.842,409024.7294,3659570.866,409033.5757,3659570.749,409033.562,3659569.723
Fill,409023.9662,3659558.687,409015.1425,3659558.801,409015.1556,3659559.843,409023.9793,3659559.725
12W2101,409015.1556,3659559.843,409015.1682,3659560.84,409023.9919,3659560.727,409023.9793,3659559.725
12W2102,409023.9919,3659560.727,409015.1682,3659560.84,409015.1815,3659561.895,409024.0052,3659561.78
12W2103,409015.1815,3659561.895,409015.194,3659562.89,409024.0178,3659562.774,409024.0052,3659561.78
12W2104,409024.0178,3659562.774,409015.194,3659562.89,409015.2062,3659563.857,409024.03,3659563.744
12W2105,409015.2062,3659563.857,409015.2191,3659564.88,409024.0429,3659564.77,409024.03,3659563.744
12W2106,409024.0429,3659564.77,409015.2191,3659564.88,409015.2327,3659565.953,409024.0564,3659565.836
12W2107,409015.2327,3659565.953,409015.245,3659566.936,409024.0688,3659566.82,409024.0564,3659565.836
12W2108,409024.0688,3659566.82,409015.245,3659566.936,409015.2577,3659567.941,409024.0814,3659567.822
12W2109,409015.2577,3659567.941,409015.2708,3659568.975,409024.0944,3659568.852,409024.0814,3659567.822
12W2110,409024.0944,3659568.852,409015.2708,3659568.975,409015.2833,3659569.968,409024.107,3659569.85
Fill,409015.2833,3659569.968,409015.2962,3659570.992,409024.1199,3659570.875,409024.107,3659569.85
Fill,409109.6448,3659571.8,409109.6606,3659572.804,409118.5543,3659572.686,409118.5411,3659571.69
12D101,409118.5543,3659572.686,409109.6606,3659572.804,409109.6768,3659573.829,409118.5679,3659573.714
