ID,x,y
390, 409099.837121, 3659517.067996
391, 409099.837121, 3659517.067996
392, 409099.837121, 3659517.067996
393, 409099.640990, 3659517.058728
394, 409099.640990, 3659517.058728
395, 409099.640990, 3659517.058728
396, 409099.640990, 3659517.058728
397, 409099.444858, 3659517.049459
398, 409099.444858, 3659517.049459
399, 409099.444858, 3659517.049459
400, 409099.444858, 3659517.049459
401, 409099.248829, 3659517.051278
402, 409099.248829, 3659517.051278
403, 409099.248829, 3659517.051278
404, 409099.248829, 3659517.051278
405, 409099.062238, 3659517.064096
406, 409099.062238, 3659517.064096
407, 409099.062238, 3659517.064096
408, 409099.062238, 3659517.064096
409, 409098.866312, 3659517.077001
410, 409098.866312, 3659517.077001
411, 409098.866312, 3659517.077001
412, 409098.866312, 3659517.077001
413, 409098.670283, 3659517.078819
414, 409098.670283, 3659517.078819
415, 409098.670283, 3659517.078819
416, 409098.670283, 3659517.078819
417, 409098.474357, 3659517.091724
418, 409098.474357, 3659517.091724
419, 409098.474357, 3659517.091724
420, 409098.474357, 3659517.091724
421, 409098.278329, 3659517.093543
422, 409098.278329, 3659517.093543
423, 409098.278329, 3659517.093543
424, 409098.278329, 3659517.093543
425, 409098.072862, 3659517.084361
426, 409098.072862, 3659517.084361
427, 409098.072862, 3659517.084361
428, 409098.072862, 3659517.084361
429, 409097.886065, 3659517.075006
430, 409097.886065, 3659517.075006
431, 409097.886065, 3659517.075006
432, 409097.886065, 3659517.075006
433, 409097.690037, 3659517.076824
434, 409097.690037, 3659517.076824
435, 409097.690037, 3659517.076824
436, 409097.690037, 3659517.076824
437, 409097.484673, 3659517.078729
438, 409097.484673, 3659517.078729
439, 409097.484673, 3659517.078729
440, 409097.484673, 3659517.078729
441, 409097.298082, 3659517.091547
442, 409097.298082, 3659517.091547
443, 409097.298082, 3659517.091547
444, 409097.298082, 3659517.091547
445, 409097.111388, 3659517.093279
446, 409097.111388, 3659517.093279
447, 409097.111388, 3659517.093279
448, 409097.111388, 3659517.093279
449, 409096.915256, 3659517.084010
450, 409096.915256, 3659517.084010
451, 409096.915256, 3659517.084010
452, 409096.915256, 3659517.084010
453, 409096.728562, 3659517.085742
454, 409096.728562, 3659517.085742
455, 409096.728562, 3659517.085742
456, 409096.728562, 3659517.085742
457, 409096.532533, 3659517.087560
458, 409096.532533, 3659517.087560
459, 409096.532533, 3659517.087560
460, 409096.532533, 3659517.087560
461, 409096.336607, 3659517.100466
462, 409096.336607, 3659517.100466
463, 409096.336607, 3659517.100466
464, 409096.336607, 3659517.100466
465, 409096.140476, 3659517.091197
466, 409096.140476, 3659517.091197
467, 409096.140476, 3659517.091197
468, 409096.140476, 3659517.091197
469, 409095.944344, 3659517.081929
470, 409095.944344, 3659517.081929
471, 409095.944344, 3659517.081929
472, 409095.944344, 3659517.081929
473, 409095.748213, 3659517.072660
474, 409095.748213, 3659517.072660
475, 409095.748213, 3659517.072660
476, 409095.748213, 3659517.072660
477, 409095.552184, 3659517.074478
478, 409095.552184, 3659517.074478
479, 409095.552184, 3659517.074478
480, 409095.552184, 3659517.074478
481, 409095.365490, 3659517.076210
482, 409095.365490, 3659517.076210
483, 409095.365490, 3659517.076210
484, 409095.365490, 3659517.076210
485, 409095.169564, 3659517.089115
486, 409095.169564, 3659517.089115
487, 409095.169564, 3659517.089115
488, 409095.169564, 3659517.089115
489, 409094.983075, 3659517.113021
490, 409094.983075, 3659517.113021
491, 409094.983075, 3659517.113021
492, 409094.983075, 3659517.113021
493, 409094.796484, 3659517.125839
494, 409094.796484, 3659517.125839
495, 409094.796484, 3659517.125839
496, 409094.796484, 3659517.125839
497, 409094.609790, 3659517.127571
498, 409094.609790, 3659517.127571
499, 409094.609790, 3659517.127571
500, 409094.609790, 3659517.127571
501, 409094.413659, 3659517.118302
502, 409094.413659, 3659517.118302
503, 409094.413659, 3659517.118302
504, 409094.413659, 3659517.118302
505, 409094.226862, 3659517.108947
506, 409094.226862, 3659517.108947
507, 409094.226862, 3659517.108947
508, 409094.226862, 3659517.108947
509, 409094.030833, 3659517.110766
510, 409094.030833, 3659517.110766
511, 409094.030833, 3659517.110766
512, 409094.030833, 3659517.110766
513, 409093.834804, 3659517.112584
514, 409093.834804, 3659517.112584
515, 409093.834804, 3659517.112584
516, 409093.834804, 3659517.112584
517, 409093.648213, 3659517.125403
518, 409093.648213, 3659517.125403
519, 409093.648213, 3659517.125403
520, 409093.648213, 3659517.125403
521, 409093.452184, 3659517.127221
522, 409093.452184, 3659517.127221
523, 409093.452184, 3659517.127221
524, 409093.452184, 3659517.127221
525, 409093.265696, 3659517.151126
526, 409093.265696, 3659517.151126
527, 409093.265696, 3659517.151126
528, 409093.265696, 3659517.151126
529, 409093.078899, 3659517.141771
530, 409093.078899, 3659517.141771
531, 409093.078899, 3659517.141771
532, 409093.078899, 3659517.141771
533, 409092.901539, 3659517.143417
534, 409092.901539, 3659517.143417
535, 409092.901539, 3659517.143417
536, 409092.901539, 3659517.143417
537, 409092.705613, 3659517.156322
538, 409092.705613, 3659517.156322
539, 409092.705613, 3659517.156322
540, 409092.705613, 3659517.156322
541, 409092.518919, 3659517.158054
542, 409092.518919, 3659517.158054
543, 409092.518919, 3659517.158054
544, 409092.518919, 3659517.158054
545, 409092.332328, 3659517.170872
546, 409092.332328, 3659517.170872
547, 409092.332328, 3659517.170872
548, 409092.332328, 3659517.170872
549, 409092.145840, 3659517.194777
550, 409092.145840, 3659517.194777
551, 409092.145840, 3659517.194777
552, 409092.145840, 3659517.194777
553, 409091.949914, 3659517.207683
554, 409091.949914, 3659517.207683
555, 409091.949914, 3659517.207683
556, 409091.949914, 3659517.207683
557, 409091.753679, 3659517.187327
558, 409091.753679, 3659517.187327
559, 409091.753679, 3659517.187327
560, 409091.753679, 3659517.187327
561, 409091.566882, 3659517.177973
562, 409091.566882, 3659517.177973
563, 409091.566882, 3659517.177973
564, 409091.566882, 3659517.177973
565, 409091.380188, 3659517.179704
566, 409091.380188, 3659517.179704
567, 409091.380188, 3659517.179704
568, 409091.380188, 3659517.179704
569, 409091.184262, 3659517.192610
570, 409091.184262, 3659517.192610
571, 409091.184262, 3659517.192610
572, 409091.184262, 3659517.192610
573, 409090.988234, 3659517.194428
574, 409090.988234, 3659517.194428
575, 409090.988234, 3659517.194428
576, 409090.988234, 3659517.194428
577, 409090.792205, 3659517.196246
578, 409090.792205, 3659517.196246
579, 409090.792205, 3659517.196246
580, 409090.792205, 3659517.196246
581, 409090.605408, 3659517.186891
582, 409090.605408, 3659517.186891
583, 409090.605408, 3659517.186891
584, 409090.605408, 3659517.186891
585, 409090.409276, 3659517.177623
586, 409090.409276, 3659517.177623
587, 409090.409276, 3659517.177623
588, 409090.409276, 3659517.177623
589, 409090.213248, 3659517.179441
590, 409090.213248, 3659517.179441
591, 409090.213248, 3659517.179441
592, 409090.213248, 3659517.179441
593, 409090.017219, 3659517.181260
594, 409090.017219, 3659517.181260
595, 409090.017219, 3659517.181260
596, 409090.017219, 3659517.181260
597, 409089.830628, 3659517.194079
598, 409089.830628, 3659517.194079
599, 409089.830628, 3659517.194079
600, 409089.830628, 3659517.194079
601, 409089.634702, 3659517.206984
602, 409089.634702, 3659517.206984
603, 409089.634702, 3659517.206984
604, 409089.634702, 3659517.206984
605, 409089.448110, 3659517.219802
606, 409089.448110, 3659517.219802
607, 409089.448110, 3659517.219802
608, 409089.448110, 3659517.219802
609, 409089.251979, 3659517.210534
610, 409089.251979, 3659517.210534
611, 409089.251979, 3659517.210534
612, 409089.251979, 3659517.210534
613, 409089.055950, 3659517.212352
614, 409089.055950, 3659517.212352
615, 409089.055950, 3659517.212352
616, 409089.055950, 3659517.212352
617, 409088.859818, 3659517.203084
618, 409088.859818, 3659517.203084
619, 409088.859818, 3659517.203084
620, 409088.859818, 3659517.203084
621, 409088.654558, 3659517.216076
622, 409088.654558, 3659517.216076
623, 409088.654558, 3659517.216076
624, 409088.654558, 3659517.216076
625, 409088.458529, 3659517.217894
626, 409088.458529, 3659517.217894
627, 409088.458529, 3659517.217894
628, 409088.458529, 3659517.217894
629, 409088.262603, 3659517.230800
630, 409088.262603, 3659517.230800
631, 409088.262603, 3659517.230800
632, 409088.262603, 3659517.230800
633, 409088.066574, 3659517.232618
634, 409088.066574, 3659517.232618
635, 409088.066574, 3659517.232618
636, 409088.066574, 3659517.232618
637, 409087.879880, 3659517.234350
638, 409087.879880, 3659517.234350
639, 409087.879880, 3659517.234350
640, 409087.879880, 3659517.234350
641, 409087.683851, 3659517.236169
642, 409087.683851, 3659517.236169
643, 409087.683851, 3659517.236169
644, 409087.683851, 3659517.236169
645, 409087.497055, 3659517.226814
646, 409087.497055, 3659517.226814
647, 409087.497055, 3659517.226814
648, 409087.497055, 3659517.226814
649, 409087.300923, 3659517.217545
650, 409087.300923, 3659517.217545
651, 409087.300923, 3659517.217545
652, 409087.300923, 3659517.217545
653, 409087.114229, 3659517.219277
654, 409087.114229, 3659517.219277
655, 409087.114229, 3659517.219277
656, 409087.114229, 3659517.219277
657, 409086.927638, 3659517.232096
658, 409086.927638, 3659517.232096
659, 409086.927638, 3659517.232096
660, 409086.927638, 3659517.232096
661, 409086.731609, 3659517.233914
662, 409086.731609, 3659517.233914
663, 409086.731609, 3659517.233914
664, 409086.731609, 3659517.233914
665, 409086.535477, 3659517.224646
666, 409086.535477, 3659517.224646
667, 409086.535477, 3659517.224646
668, 409086.535477, 3659517.224646
669, 409086.339448, 3659517.226465
670, 409086.339448, 3659517.226465
671, 409086.339448, 3659517.226465
672, 409086.339448, 3659517.226465
673, 409086.143420, 3659517.228283
674, 409086.143420, 3659517.228283
675, 409086.143420, 3659517.228283
676, 409086.143420, 3659517.228283
677, 409085.947494, 3659517.241188
678, 409085.947494, 3659517.241188
679, 409085.947494, 3659517.241188
680, 409085.947494, 3659517.241188
681, 409085.760903, 3659517.254007
682, 409085.760903, 3659517.254007
683, 409085.760903, 3659517.254007
684, 409085.760903, 3659517.254007
685, 409085.574208, 3659517.255739
686, 409085.574208, 3659517.255739
687, 409085.574208, 3659517.255739
688, 409085.574208, 3659517.255739
689, 409085.378283, 3659517.268644
690, 409085.378283, 3659517.268644
691, 409085.378283, 3659517.268644
692, 409085.378283, 3659517.268644
693, 409085.191486, 3659517.259290
694, 409085.191486, 3659517.259290
695, 409085.191486, 3659517.259290
696, 409085.191486, 3659517.259290
697, 409085.004894, 3659517.272108
698, 409085.004894, 3659517.272108
699, 409085.004894, 3659517.272108
700, 409085.004894, 3659517.272108
701, 409084.808866, 3659517.273927
702, 409084.808866, 3659517.273927
703, 409084.808866, 3659517.273927
704, 409084.808866, 3659517.273927
705, 409084.603502, 3659517.275832
706, 409084.603502, 3659517.275832
707, 409084.603502, 3659517.275832
708, 409084.603502, 3659517.275832
709, 409084.407370, 3659517.266564
710, 409084.407370, 3659517.266564
711, 409084.407370, 3659517.266564
712, 409084.407370, 3659517.266564
713, 409084.202007, 3659517.268469
714, 409084.202007, 3659517.268469
715, 409084.202007, 3659517.268469
716, 409084.202007, 3659517.268469
717, 409084.015313, 3659517.270201
718, 409084.015313, 3659517.270201
719, 409084.015313, 3659517.270201
720, 409084.015313, 3659517.270201
721, 409083.809847, 3659517.261019
722, 409083.809847, 3659517.261019
723, 409083.809847, 3659517.261019
724, 409083.809847, 3659517.261019
725, 409083.623153, 3659517.262751
726, 409083.623153, 3659517.262751
727, 409083.623153, 3659517.262751
728, 409083.623153, 3659517.262751
729, 409083.427124, 3659517.264570
730, 409083.427124, 3659517.264570
731, 409083.427124, 3659517.264570
732, 409083.427124, 3659517.264570
733, 409083.231095, 3659517.266388
734, 409083.231095, 3659517.266388
735, 409083.231095, 3659517.266388
736, 409083.231095, 3659517.266388
737, 409083.035066, 3659517.268207
738, 409083.035066, 3659517.268207
739, 409083.035066, 3659517.268207
740, 409083.035066, 3659517.268207
741, 409082.839140, 3659517.281112
742, 409082.839140, 3659517.281112
743, 409082.839140, 3659517.281112
744, 409082.839140, 3659517.281112
745, 409082.643214, 3659517.294018
746, 409082.643214, 3659517.294018
747, 409082.643214, 3659517.294018
748, 409082.643214, 3659517.294018
749, 409082.456623, 3659517.306836
750, 409082.456623, 3659517.306836
751, 409082.456623, 3659517.306836
752, 409082.456623, 3659517.306836
753, 409082.260697, 3659517.319742
754, 409082.260697, 3659517.319742
755, 409082.260697, 3659517.319742
756, 409082.260697, 3659517.319742
757, 409082.064771, 3659517.332647
758, 409082.064771, 3659517.332647
759, 409082.064771, 3659517.332647
760, 409082.064771, 3659517.332647
761, 409081.868743, 3659517.334466
762, 409081.868743, 3659517.334466
763, 409081.868743, 3659517.334466
764, 409081.868743, 3659517.334466
765, 409081.672714, 3659517.336284
766, 409081.672714, 3659517.336284
767, 409081.672714, 3659517.336284
768, 409081.672714, 3659517.336284
769, 409081.476788, 3659517.349190
770, 409081.476788, 3659517.349190
771, 409081.476788, 3659517.349190
772, 409081.476788, 3659517.349190
773, 409081.280759, 3659517.351008
774, 409081.280759, 3659517.351008
775, 409081.280759, 3659517.351008
776, 409081.280759, 3659517.351008
777, 409081.084730, 3659517.352827
778, 409081.084730, 3659517.352827
779, 409081.084730, 3659517.352827
780, 409081.084730, 3659517.352827
781, 409080.898139, 3659517.365646
782, 409080.898139, 3659517.365646
783, 409080.898139, 3659517.365646
784, 409080.898139, 3659517.365646
785, 409080.702007, 3659517.356377
786, 409080.702007, 3659517.356377
787, 409080.702007, 3659517.356377
788, 409080.702007, 3659517.356377
789, 409080.505979, 3659517.358196
790, 409080.505979, 3659517.358196
791, 409080.505979, 3659517.358196
792, 409080.505979, 3659517.358196
793, 409080.309950, 3659517.360015
794, 409080.309950, 3659517.360015
795, 409080.309950, 3659517.360015
796, 409080.309950, 3659517.360015
797, 409080.113818, 3659517.350747
798, 409080.113818, 3659517.350747
799, 409080.113818, 3659517.350747
800, 409080.113818, 3659517.350747
801, 409079.927124, 3659517.352479
802, 409079.927124, 3659517.352479
803, 409079.927124, 3659517.352479
804, 409079.927124, 3659517.352479
805, 409079.731095, 3659517.354297
806, 409079.731095, 3659517.354297
807, 409079.731095, 3659517.354297
808, 409079.731095, 3659517.354297
809, 409079.535067, 3659517.356116
810, 409079.535067, 3659517.356116
811, 409079.535067, 3659517.356116
812, 409079.535067, 3659517.356116
813, 409079.348270, 3659517.346761
814, 409079.348270, 3659517.346761
815, 409079.348270, 3659517.346761
816, 409079.348270, 3659517.346761
817, 409079.161576, 3659517.348493
818, 409079.161576, 3659517.348493
819, 409079.161576, 3659517.348493
820, 409079.161576, 3659517.348493
821, 409078.965650, 3659517.361399
822, 409078.965650, 3659517.361399
