ID,x,y
11008, 409053.325060, 3659535.905177
11009, 409053.147495, 3659535.884649
11010, 409053.147495, 3659535.884649
11011, 409053.147495, 3659535.884649
11012, 409053.147495, 3659535.884649
11013, 409052.979471, 3659535.886208
11014, 409052.979471, 3659535.886208
11015, 409052.979471, 3659535.886208
11016, 409052.979471, 3659535.886208
11017, 409052.811549, 3659535.898855
11018, 409052.811549, 3659535.898855
11019, 409052.811549, 3659535.898855
11020, 409052.811549, 3659535.898855
11021, 409052.634088, 3659535.889414
11022, 409052.634088, 3659535.889414
11023, 409052.634088, 3659535.889414
11024, 409052.634088, 3659535.889414
11025, 409052.475295, 3659535.879800
11026, 409052.475295, 3659535.879800
11027, 409052.475295, 3659535.879800
11028, 409052.475295, 3659535.879800
11029, 409052.297936, 3659535.881446
11030, 409052.297936, 3659535.881446
11031, 409052.297936, 3659535.881446
11032, 409052.297936, 3659535.881446
11033, 409052.130014, 3659535.894092
11034, 409052.130014, 3659535.894092
11035, 409052.130014, 3659535.894092
11036, 409052.130014, 3659535.894092
11037, 409051.961990, 3659535.895651
11038, 409051.961990, 3659535.895651
11039, 409051.961990, 3659535.895651
11040, 409051.961990, 3659535.895651
11041, 409051.784631, 3659535.897297
11042, 409051.784631, 3659535.897297
11043, 409051.784631, 3659535.897297
11044, 409051.784631, 3659535.897297
11045, 409051.625838, 3659535.887683
11046, 409051.625838, 3659535.887683
11047, 409051.625838, 3659535.887683
11048, 409051.625838, 3659535.887683
11049, 409051.457711, 3659535.878155
11050, 409051.457711, 3659535.878155
11051, 409051.457711, 3659535.878155
11052, 409051.457711, 3659535.878155
11053, 409051.280352, 3659535.879801
11054, 409051.280352, 3659535.879801
11055, 409051.280352, 3659535.879801
11056, 409051.280352, 3659535.879801
11057, 409051.121663, 3659535.881274
11058, 409051.121663, 3659535.881274
11059, 409051.121663, 3659535.881274
11060, 409051.121663, 3659535.881274
11061, 409050.953844, 3659535.905007
11062, 409050.953844, 3659535.905007
11063, 409050.953844, 3659535.905007
11064, 409050.953844, 3659535.905007
11065, 409050.785820, 3659535.906566
11066, 409050.785820, 3659535.906566
11067, 409050.785820, 3659535.906566
11068, 409050.785820, 3659535.906566
11069, 409050.627233, 3659535.919126
11070, 409050.627233, 3659535.919126
11071, 409050.627233, 3659535.919126
11072, 409050.627233, 3659535.919126
11073, 409050.459208, 3659535.920685
11074, 409050.459208, 3659535.920685
11075, 409050.459208, 3659535.920685
11076, 409050.459208, 3659535.920685
11077, 409050.291184, 3659535.922244
11078, 409050.291184, 3659535.922244
11079, 409050.291184, 3659535.922244
11080, 409050.291184, 3659535.922244
11081, 409050.132597, 3659535.934804
11082, 409050.132597, 3659535.934804
11083, 409050.132597, 3659535.934804
11084, 409050.132597, 3659535.934804
11085, 409049.964573, 3659535.936363
11086, 409049.964573, 3659535.936363
11087, 409049.964573, 3659535.936363
11088, 409049.964573, 3659535.936363
11089, 409049.805986, 3659535.948923
11090, 409049.805986, 3659535.948923
11091, 409049.805986, 3659535.948923
11092, 409049.805986, 3659535.948923
11093, 409049.637962, 3659535.950482
11094, 409049.637962, 3659535.950482
11095, 409049.637962, 3659535.950482
11096, 409049.637962, 3659535.950482
11097, 409049.479375, 3659535.963042
11098, 409049.479375, 3659535.963042
11099, 409049.479375, 3659535.963042
11100, 409049.479375, 3659535.963042
11101, 409049.320788, 3659535.975601
11102, 409049.320788, 3659535.975601
11103, 409049.320788, 3659535.975601
11104, 409049.320788, 3659535.975601
11105, 409049.162201, 3659535.988161
11106, 409049.162201, 3659535.988161
11107, 409049.162201, 3659535.988161
11108, 409049.162201, 3659535.988161
11109, 409048.994280, 3659536.000807
11110, 409048.994280, 3659536.000807
11111, 409048.994280, 3659536.000807
11112, 409048.994280, 3659536.000807
11113, 409048.826256, 3659536.002366
11114, 409048.826256, 3659536.002366
11115, 409048.826256, 3659536.002366
11116, 409048.826256, 3659536.002366
11117, 409048.667463, 3659535.992752
11118, 409048.667463, 3659535.992752
11119, 409048.667463, 3659535.992752
11120, 409048.667463, 3659535.992752
11121, 409048.499439, 3659535.994312
11122, 409048.499439, 3659535.994312
11123, 409048.499439, 3659535.994312
11124, 409048.499439, 3659535.994312
11125, 409048.322080, 3659535.995958
11126, 409048.322080, 3659535.995958
11127, 409048.322080, 3659535.995958
11128, 409048.322080, 3659535.995958
11129, 409048.154055, 3659535.997517
11130, 409048.154055, 3659535.997517
11131, 409048.154055, 3659535.997517
11132, 409048.154055, 3659535.997517
11133, 409047.976799, 3659536.010250
11134, 409047.976799, 3659536.010250
11135, 409047.976799, 3659536.010250
11136, 409047.976799, 3659536.010250
11137, 409047.799337, 3659536.000809
11138, 409047.799337, 3659536.000809
11139, 409047.799337, 3659536.000809
11140, 409047.799337, 3659536.000809
11141, 409047.621978, 3659536.002455
11142, 409047.621978, 3659536.002455
11143, 409047.621978, 3659536.002455
11144, 409047.621978, 3659536.002455
11145, 409047.444516, 3659535.993014
11146, 409047.444516, 3659535.993014
11147, 409047.444516, 3659535.993014
11148, 409047.444516, 3659535.993014
11149, 409047.276595, 3659536.005660
11150, 409047.276595, 3659536.005660
11151, 409047.276595, 3659536.005660
11152, 409047.276595, 3659536.005660
11153, 409047.099339, 3659536.018393
11154, 409047.099339, 3659536.018393
11155, 409047.099339, 3659536.018393
11156, 409047.099339, 3659536.018393
11157, 409046.921980, 3659536.020039
11158, 409046.921980, 3659536.020039
11159, 409046.921980, 3659536.020039
11160, 409046.921980, 3659536.020039
11161, 409046.744723, 3659536.032772
11162, 409046.744723, 3659536.032772
11163, 409046.744723, 3659536.032772
11164, 409046.744723, 3659536.032772
11165, 409046.567364, 3659536.034418
11166, 409046.567364, 3659536.034418
11167, 409046.567364, 3659536.034418
11168, 409046.567364, 3659536.034418
11169, 409046.390005, 3659536.036064
11170, 409046.390005, 3659536.036064
11171, 409046.390005, 3659536.036064
11172, 409046.390005, 3659536.036064
11173, 409046.221981, 3659536.037624
11174, 409046.221981, 3659536.037624
11175, 409046.221981, 3659536.037624
11176, 409046.221981, 3659536.037624
11177, 409046.044622, 3659536.039270
11178, 409046.044622, 3659536.039270
11179, 409046.044622, 3659536.039270
11180, 409046.044622, 3659536.039270
11181, 409045.867263, 3659536.040916
11182, 409045.867263, 3659536.040916
11183, 409045.867263, 3659536.040916
11184, 409045.867263, 3659536.040916
11185, 409045.689904, 3659536.042562
11186, 409045.689904, 3659536.042562
11187, 409045.689904, 3659536.042562
11188, 409045.689904, 3659536.042562
11189, 409045.521880, 3659536.044121
11190, 409045.521880, 3659536.044121
11191, 409045.521880, 3659536.044121
11192, 409045.521880, 3659536.044121
11193, 409045.353855, 3659536.045681
11194, 409045.353855, 3659536.045681
11195, 409045.353855, 3659536.045681
11196, 409045.353855, 3659536.045681
11197, 409045.176496, 3659536.047327
11198, 409045.176496, 3659536.047327
11199, 409045.176496, 3659536.047327
11200, 409045.176496, 3659536.047327
11201, 409045.008472, 3659536.048886
11202, 409045.008472, 3659536.048886
11203, 409045.008472, 3659536.048886
11204, 409045.008472, 3659536.048886
11205, 409044.831113, 3659536.050532
11206, 409044.831113, 3659536.050532
11207, 409044.831113, 3659536.050532
11208, 409044.831113, 3659536.050532
11209, 409044.663191, 3659536.063178
11210, 409044.663191, 3659536.063178
11211, 409044.663191, 3659536.063178
11212, 409044.663191, 3659536.063178
11213, 409044.485935, 3659536.075911
11214, 409044.485935, 3659536.075911
11215, 409044.485935, 3659536.075911
11216, 409044.485935, 3659536.075911
11217, 409044.308679, 3659536.088644
11218, 409044.308679, 3659536.088644
11219, 409044.308679, 3659536.088644
11220, 409044.308679, 3659536.088644
11221, 409044.131423, 3659536.101377
11222, 409044.131423, 3659536.101377
11223, 409044.131423, 3659536.101377
11224, 409044.131423, 3659536.101377
11225, 409043.963501, 3659536.114023
11226, 409043.963501, 3659536.114023
11227, 409043.963501, 3659536.114023
11228, 409043.963501, 3659536.114023
11229, 409043.786245, 3659536.126756
11230, 409043.786245, 3659536.126756
11231, 409043.786245, 3659536.126756
11232, 409043.786245, 3659536.126756
11233, 409043.608783, 3659536.117315
11234, 409043.608783, 3659536.117315
11235, 409043.608783, 3659536.117315
11236, 409043.608783, 3659536.117315
11237, 409043.431424, 3659536.118962
11238, 409043.431424, 3659536.118962
11239, 409043.431424, 3659536.118962
11240, 409043.431424, 3659536.118962
11241, 409043.254168, 3659536.131694
11242, 409043.254168, 3659536.131694
11243, 409043.254168, 3659536.131694
11244, 409043.254168, 3659536.131694
11245, 409043.086247, 3659536.144341
11246, 409043.086247, 3659536.144341
11247, 409043.086247, 3659536.144341
11248, 409043.086247, 3659536.144341
11249, 409042.899450, 3659536.134987
11250, 409042.899450, 3659536.134987
11251, 409042.899450, 3659536.134987
11252, 409042.899450, 3659536.134987
11253, 409042.721988, 3659536.125546
11254, 409042.721988, 3659536.125546
11255, 409042.721988, 3659536.125546
11256, 409042.721988, 3659536.125546
11257, 409042.535294, 3659536.127279
11258, 409042.535294, 3659536.127279
11259, 409042.535294, 3659536.127279
11260, 409042.535294, 3659536.127279
11261, 409042.357832, 3659536.117838
11262, 409042.357832, 3659536.117838
11263, 409042.357832, 3659536.117838
11264, 409042.357832, 3659536.117838
11265, 409042.171036, 3659536.108484
11266, 409042.171036, 3659536.108484
11267, 409042.171036, 3659536.108484
11268, 409042.171036, 3659536.108484
11269, 409041.993677, 3659536.110130
11270, 409041.993677, 3659536.110130
11271, 409041.993677, 3659536.110130
11272, 409041.993677, 3659536.110130
11273, 409041.806983, 3659536.111863
11274, 409041.806983, 3659536.111863
11275, 409041.806983, 3659536.111863
11276, 409041.806983, 3659536.111863
11277, 409041.629521, 3659536.102422
11278, 409041.629521, 3659536.102422
11279, 409041.629521, 3659536.102422
11280, 409041.629521, 3659536.102422
11281, 409041.442827, 3659536.104155
11282, 409041.442827, 3659536.104155
11283, 409041.442827, 3659536.104155
11284, 409041.442827, 3659536.104155
11285, 409041.265571, 3659536.116888
11286, 409041.265571, 3659536.116888
11287, 409041.265571, 3659536.116888
11288, 409041.265571, 3659536.116888
11289, 409041.088212, 3659536.118534
11290, 409041.088212, 3659536.118534
11291, 409041.088212, 3659536.118534
11292, 409041.088212, 3659536.118534
11293, 409040.901518, 3659536.120267
11294, 409040.901518, 3659536.120267
11295, 409040.901518, 3659536.120267
11296, 409040.901518, 3659536.120267
11297, 409040.714928, 3659536.133086
11298, 409040.714928, 3659536.133086
11299, 409040.714928, 3659536.133086
11300, 409040.714928, 3659536.133086
11301, 409040.537671, 3659536.145819
11302, 409040.537671, 3659536.145819
11303, 409040.537671, 3659536.145819
11304, 409040.537671, 3659536.145819
11305, 409040.360312, 3659536.147466
11306, 409040.360312, 3659536.147466
11307, 409040.360312, 3659536.147466
11308, 409040.360312, 3659536.147466
11309, 409040.182850, 3659536.138025
11310, 409040.182850, 3659536.138025
11311, 409040.182850, 3659536.138025
11312, 409040.182850, 3659536.138025
11313, 409040.005388, 3659536.128584
11314, 409040.005388, 3659536.128584
11315, 409040.005388, 3659536.128584
11316, 409040.005388, 3659536.128584
11317, 409039.818695, 3659536.130317
11318, 409039.818695, 3659536.130317
11319, 409039.818695, 3659536.130317
11320, 409039.818695, 3659536.130317
11321, 409039.650670, 3659536.131877
11322, 409039.650670, 3659536.131877
11323, 409039.650670, 3659536.131877
11324, 409039.650670, 3659536.131877
11325, 409039.473414, 3659536.144610
11326, 409039.473414, 3659536.144610
11327, 409039.473414, 3659536.144610
11328, 409039.473414, 3659536.144610
11329, 409039.296261, 3659536.168429
11330, 409039.296261, 3659536.168429
11331, 409039.296261, 3659536.168429
11332, 409039.296261, 3659536.168429
11333, 409039.109567, 3659536.170162
11334, 409039.109567, 3659536.170162
11335, 409039.109567, 3659536.170162
11336, 409039.109567, 3659536.170162
11337, 409038.932105, 3659536.160722
11338, 409038.932105, 3659536.160722
11339, 409038.932105, 3659536.160722
11340, 409038.932105, 3659536.160722
11341, 409038.745309, 3659536.151368
11342, 409038.745309, 3659536.151368
11343, 409038.745309, 3659536.151368
11344, 409038.745309, 3659536.151368
11345, 409038.567847, 3659536.141927
11346, 409038.567847, 3659536.141927
11347, 409038.567847, 3659536.141927
11348, 409038.567847, 3659536.141927
11349, 409038.381256, 3659536.154747
11350, 409038.381256, 3659536.154747
11351, 409038.381256, 3659536.154747
11352, 409038.381256, 3659536.154747
11353, 409038.185433, 3659536.178740
11354, 409038.185433, 3659536.178740
11355, 409038.185433, 3659536.178740
11356, 409038.185433, 3659536.178740
11357, 409038.008383, 3659536.213646
11358, 409038.008383, 3659536.213646
11359, 409038.008383, 3659536.213646
11360, 409038.008383, 3659536.213646
11361, 409037.831230, 3659536.237466
11362, 409037.831230, 3659536.237466
11363, 409037.831230, 3659536.237466
11364, 409037.831230, 3659536.237466
11365, 409037.654077, 3659536.261286
11366, 409037.654077, 3659536.261286
11367, 409037.654077, 3659536.261286
11368, 409037.654077, 3659536.261286
11369, 409037.476717, 3659536.262932
11370, 409037.476717, 3659536.262932
11371, 409037.476717, 3659536.262932
11372, 409037.476717, 3659536.262932
11373, 409037.299256, 3659536.253491
11374, 409037.299256, 3659536.253491
11375, 409037.299256, 3659536.253491
11376, 409037.299256, 3659536.253491
11377, 409037.121794, 3659536.244051
11378, 409037.121794, 3659536.244051
11379, 409037.121794, 3659536.244051
11380, 409037.121794, 3659536.244051
11381, 409036.934894, 3659536.223610
11382, 409036.934894, 3659536.223610
11383, 409036.934894, 3659536.223610
11384, 409036.934894, 3659536.223610
11385, 409036.757535, 3659536.225256
11386, 409036.757535, 3659536.225256
11387, 409036.757535, 3659536.225256
11388, 409036.757535, 3659536.225256
11389, 409036.570944, 3659536.238076
11390, 409036.570944, 3659536.238076
11391, 409036.570944, 3659536.238076
11392, 409036.570944, 3659536.238076
11393, 409036.393585, 3659536.239722
11394, 409036.393585, 3659536.239722
11395, 409036.393585, 3659536.239722
11396, 409036.393585, 3659536.239722
11397, 409036.216123, 3659536.230282
11398, 409036.216123, 3659536.230282
11399, 409036.216123, 3659536.230282
11400, 409036.216123, 3659536.230282
11401, 409036.029429, 3659536.232015
11402, 409036.029429, 3659536.232015
11403, 409036.029429, 3659536.232015
11404, 409036.029429, 3659536.232015
11405, 409035.842736, 3659536.233747
11406, 409035.842736, 3659536.233747
11407, 409035.842736, 3659536.233747
11408, 409035.842736, 3659536.233747
11409, 409035.656042, 3659536.235480
11410, 409035.656042, 3659536.235480
11411, 409035.656042, 3659536.235480
11412, 409035.656042, 3659536.235480
11413, 409035.478786, 3659536.248213
11414, 409035.478786, 3659536.248213
11415, 409035.478786, 3659536.248213
11416, 409035.478786, 3659536.248213
11417, 409035.301427, 3659536.249860
11418, 409035.301427, 3659536.249860
11419, 409035.301427, 3659536.249860
11420, 409035.301427, 3659536.249860
11421, 409035.133505, 3659536.262506
11422, 409035.133505, 3659536.262506
11423, 409035.133505, 3659536.262506
11424, 409035.133505, 3659536.262506
11425, 409034.965378, 3659536.252979
11426, 409034.965378, 3659536.252979
11427, 409034.965378, 3659536.252979
11428, 409034.965378, 3659536.252979
11429, 409034.778684, 3659536.254712
11430, 409034.778684, 3659536.254712
11431, 409034.778684, 3659536.254712
11432, 409034.778684, 3659536.254712
11433, 409034.601325, 3659536.256358
11434, 409034.601325, 3659536.256358
11435, 409034.601325, 3659536.256358
11436, 409034.601325, 3659536.256358
11437, 409034.424069, 3659536.269091
11438, 409034.424069, 3659536.269091
11439, 409034.424069, 3659536.269091
11440, 409034.424069, 3659536.269091
11441, 409034.237375, 3659536.270824
11442, 409034.237375, 3659536.270824
11443, 409034.237375, 3659536.270824
11444, 409034.237375, 3659536.270824
11445, 409034.059913, 3659536.261383
11446, 409034.059913, 3659536.261383
11447, 409034.059913, 3659536.261383
11448, 409034.059913, 3659536.261383
11449, 409033.882452, 3659536.251943
11450, 409033.882452, 3659536.251943
11451, 409033.882452, 3659536.251943
11452, 409033.882452, 3659536.251943
11453, 409033.704887, 3659536.231416
11454, 409033.704887, 3659536.231416
11455, 409033.704887, 3659536.231416
11456, 409033.704887, 3659536.231416
11457, 409033.517987, 3659536.210975
11458, 409033.517987, 3659536.210975
11459, 409033.517987, 3659536.210975
11460, 409033.517987, 3659536.210975
11461, 409033.331190, 3659536.201621
11462, 409033.331190, 3659536.201621
11463, 409033.331190, 3659536.201621
11464, 409033.331190, 3659536.201621
11465, 409033.153934, 3659536.214354
11466, 409033.153934, 3659536.214354
11467, 409033.153934, 3659536.214354
11468, 409033.153934, 3659536.214354
11469, 409032.976781, 3659536.238174
11470, 409032.976781, 3659536.238174
11471, 409032.976781, 3659536.238174
11472, 409032.976781, 3659536.238174
11473, 409032.799628, 3659536.261994
11474, 409032.799628, 3659536.261994
11475, 409032.799628, 3659536.261994
11476, 409032.799628, 3659536.261994
11477, 409032.622269, 3659536.263640
11478, 409032.622269, 3659536.263640
11479, 409032.622269, 3659536.263640
11480, 409032.622269, 3659536.263640
11481, 409032.444910, 3659536.265286
11482, 409032.444910, 3659536.265286
11483, 409032.444910, 3659536.265286
11484, 409032.444910, 3659536.265286
11485, 409032.267345, 3659536.244759
11486, 409032.267345, 3659536.244759
11487, 409032.267345, 3659536.244759
11488, 409032.267345, 3659536.244759
11489, 409032.089883, 3659536.235319
11490, 409032.089883, 3659536.235319
11491, 409032.089883, 3659536.235319
11492, 409032.089883, 3659536.235319
11493, 409031.921756, 3659536.225792
11494, 409031.921756, 3659536.225792
11495, 409031.921756, 3659536.225792
11496, 409031.921756, 3659536.225792
11497, 409031.744397, 3659536.227438
11498, 409031.744397, 3659536.227438
11499, 409031.744397, 3659536.227438
11500, 409031.744397, 3659536.227438
11501, 409031.567243, 3659536.251258
11502, 409031.567243, 3659536.251258
11503, 409031.567243, 3659536.251258
11504, 409031.567243, 3659536.251258
11505, 409031.389987, 3659536.263991
11506, 409031.389987, 3659536.263991
11507, 409031.389987, 3659536.263991
11508, 409031.389987, 3659536.263991
11509, 409031.212731, 3659536.276724
11510, 409031.212731, 3659536.276724
11511, 409031.212731, 3659536.276724
11512, 409031.212731, 3659536.276724
11513, 409031.035372, 3659536.278370
11514, 409031.035372, 3659536.278370
11515, 409031.035372, 3659536.278370
11516, 409031.035372, 3659536.278370
11517, 409030.848678, 3659536.280103
11518, 409030.848678, 3659536.280103
11519, 409030.848678, 3659536.280103
11520, 409030.848678, 3659536.280103
11521, 409030.661882, 3659536.270749
11522, 409030.661882, 3659536.270749
11523, 409030.661882, 3659536.270749
11524, 409030.661882, 3659536.270749
11525, 409030.484420, 3659536.261309
11526, 409030.484420, 3659536.261309
11527, 409030.484420, 3659536.261309
11528, 409030.484420, 3659536.261309
11529, 409030.297726, 3659536.263042
11530, 409030.297726, 3659536.263042
11531, 409030.297726, 3659536.263042
11532, 409030.297726, 3659536.263042
11533, 409030.111238, 3659536.286949
11534, 409030.111238, 3659536.286949
11535, 409030.111238, 3659536.286949
11536, 409030.111238, 3659536.286949
11537, 409029.933982, 3659536.299682
11538, 409029.933982, 3659536.299682
11539, 409029.933982, 3659536.299682
11540, 409029.933982, 3659536.299682
11541, 409029.765958, 3659536.301241
11542, 409029.765958, 3659536.301241
11543, 409029.765958, 3659536.301241
11544, 409029.765958, 3659536.301241
11545, 409029.588599, 3659536.302888
11546, 409029.588599, 3659536.302888
11547, 409029.588599, 3659536.302888
11548, 409029.588599, 3659536.302888
11549, 409029.411137, 3659536.293447
11550, 409029.411137, 3659536.293447
11551, 409029.411137, 3659536.293447
11552, 409029.411137, 3659536.293447
11553, 409029.233778, 3659536.295094
11554, 409029.233778, 3659536.295094
11555, 409029.233778, 3659536.295094
11556, 409029.233778, 3659536.295094
11557, 409029.056521, 3659536.307827
11558, 409029.056521, 3659536.307827
11559, 409029.056521, 3659536.307827
11560, 409029.056521, 3659536.307827
11561, 409028.869931, 3659536.320647
11562, 409028.869931, 3659536.320647
11563, 409028.869931, 3659536.320647
11564, 409028.869931, 3659536.320647
11565, 409028.692572, 3659536.322293
11566, 409028.692572, 3659536.322293
11567, 409028.692572, 3659536.322293
11568, 409028.692572, 3659536.322293
11569, 409028.505878, 3659536.324026
11570, 409028.505878, 3659536.324026
11571, 409028.505878, 3659536.324026
11572, 409028.505878, 3659536.324026
11573, 409028.319081, 3659536.314672
11574, 409028.319081, 3659536.314672
11575, 409028.319081, 3659536.314672
11576, 409028.319081, 3659536.314672
11577, 409028.132182, 3659536.294232
11578, 409028.132182, 3659536.294232
11579, 409028.132182, 3659536.294232
11580, 409028.132182, 3659536.294232
11581, 409027.945488, 3659536.295965
11582, 409027.945488, 3659536.295965
11583, 409027.945488, 3659536.295965
11584, 409027.945488, 3659536.295965
11585, 409027.768232, 3659536.308698
11586, 409027.768232, 3659536.308698
11587, 409027.768232, 3659536.308698
11588, 409027.768232, 3659536.308698
11589, 409027.581641, 3659536.321518
11590, 409027.581641, 3659536.321518
11591, 409027.581641, 3659536.321518
11592, 409027.581641, 3659536.321518
11593, 409027.404488, 3659536.345338
11594, 409027.404488, 3659536.345338
11595, 409027.404488, 3659536.345338
11596, 409027.404488, 3659536.345338
11597, 409027.227232, 3659536.358071
11598, 409027.227232, 3659536.358071
11599, 409027.227232, 3659536.358071
11600, 409027.227232, 3659536.358071
11601, 409027.040641, 3659536.370891
11602, 409027.040641, 3659536.370891
11603, 409027.040641, 3659536.370891
11604, 409027.040641, 3659536.370891
11605, 409026.853947, 3659536.372624
11606, 409026.853947, 3659536.372624
11607, 409026.853947, 3659536.372624
11608, 409026.853947, 3659536.372624
11609, 409026.667150, 3659536.363270
11610, 409026.667150, 3659536.363270
11611, 409026.667150, 3659536.363270
11612, 409026.667150, 3659536.363270
11613, 409026.480251, 3659536.342829
11614, 409026.480251, 3659536.342829
11615, 409026.480251, 3659536.342829
11616, 409026.480251, 3659536.342829
11617, 409026.293454, 3659536.333476
11618, 409026.293454, 3659536.333476
11619, 409026.293454, 3659536.333476
11620, 409026.293454, 3659536.333476
11621, 409026.106760, 3659536.335209
11622, 409026.106760, 3659536.335209
11623, 409026.106760, 3659536.335209
11624, 409026.106760, 3659536.335209
11625, 409025.929299, 3659536.325768
11626, 409025.929299, 3659536.325768
11627, 409025.929299, 3659536.325768
11628, 409025.929299, 3659536.325768
11629, 409025.752042, 3659536.338502
11630, 409025.752042, 3659536.338502
11631, 409025.752042, 3659536.338502
11632, 409025.752042, 3659536.338502
11633, 409025.574889, 3659536.362322
11634, 409025.574889, 3659536.362322
11635, 409025.574889, 3659536.362322
11636, 409025.574889, 3659536.362322
11637, 409025.397530, 3659536.363968
11638, 409025.397530, 3659536.363968
11639, 409025.397530, 3659536.363968
11640, 409025.397530, 3659536.363968
11641, 409025.220068, 3659536.354528
11642, 409025.220068, 3659536.354528
11643, 409025.220068, 3659536.354528
11644, 409025.220068, 3659536.354528
11645, 409025.042606, 3659536.345087
11646, 409025.042606, 3659536.345087
11647, 409025.042606, 3659536.345087
11648, 409025.042606, 3659536.345087
11649, 409024.865144, 3659536.335647
11650, 409024.865144, 3659536.335647
11651, 409024.865144, 3659536.335647
11652, 409024.865144, 3659536.335647
11653, 409024.687682, 3659536.326207
11654, 409024.687682, 3659536.326207
11655, 409024.687682, 3659536.326207
11656, 409024.687682, 3659536.326207
11657, 409024.510220, 3659536.316766
11658, 409024.510220, 3659536.316766
11659, 409024.510220, 3659536.316766
11660, 409024.510220, 3659536.316766
11661, 409024.342402, 3659536.340500
11662, 409024.342402, 3659536.340500
11663, 409024.342402, 3659536.340500
11664, 409024.342402, 3659536.340500
11665, 409024.165043, 3659536.342146
11666, 409024.165043, 3659536.342146
11667, 409024.165043, 3659536.342146
11668, 409024.165043, 3659536.342146
11669, 409023.978349, 3659536.343879
11670, 409023.978349, 3659536.343879
11671, 409023.978349, 3659536.343879
11672, 409023.978349, 3659536.343879
11673, 409023.810325, 3659536.345439
11674, 409023.810325, 3659536.345439
11675, 409023.810325, 3659536.345439
11676, 409023.810325, 3659536.345439
11677, 409023.642300, 3659536.346999
11678, 409023.642300, 3659536.346999
11679, 409023.642300, 3659536.346999
11680, 409023.642300, 3659536.346999
11681, 409023.464941, 3659536.348645
11682, 409023.464941, 3659536.348645
11683, 409023.464941, 3659536.348645
11684, 409023.464941, 3659536.348645
11685, 409023.296917, 3659536.350205
11686, 409023.296917, 3659536.350205
11687, 409023.296917, 3659536.350205
11688, 409023.296917, 3659536.350205
11689, 409023.128892, 3659536.351765
11690, 409023.128892, 3659536.351765
11691, 409023.128892, 3659536.351765
11692, 409023.128892, 3659536.351765
11693, 409022.951431, 3659536.342325
11694, 409022.951431, 3659536.342325
11695, 409022.951431, 3659536.342325
11696, 409022.951431, 3659536.342325
11697, 409022.773969, 3659536.332884
11698, 409022.773969, 3659536.332884
11699, 409022.773969, 3659536.332884
11700, 409022.773969, 3659536.332884
11701, 409022.596507, 3659536.323444
11702, 409022.596507, 3659536.323444
11703, 409022.596507, 3659536.323444
11704, 409022.596507, 3659536.323444
11705, 409022.419250, 3659536.336177
11706, 409022.419250, 3659536.336177
11707, 409022.419250, 3659536.336177
11708, 409022.419250, 3659536.336177
11709, 409022.251329, 3659536.348824
11710, 409022.251329, 3659536.348824
11711, 409022.251329, 3659536.348824
11712, 409022.251329, 3659536.348824
11713, 409022.074176, 3659536.372644
11714, 409022.074176, 3659536.372644
11715, 409022.074176, 3659536.372644
11716, 409022.074176, 3659536.372644
11717, 409021.906254, 3659536.385290
11718, 409021.906254, 3659536.385290
11719, 409021.906254, 3659536.385290
11720, 409021.906254, 3659536.385290
11721, 409021.728895, 3659536.386937
11722, 409021.728895, 3659536.386937
11723, 409021.728895, 3659536.386937
11724, 409021.728895, 3659536.386937
11725, 409021.542202, 3659536.388670
11726, 409021.542202, 3659536.388670
11727, 409021.542202, 3659536.388670
11728, 409021.542202, 3659536.388670
11729, 409021.364740, 3659536.379230
11730, 409021.364740, 3659536.379230
11731, 409021.364740, 3659536.379230
11732, 409021.364740, 3659536.379230
11733, 409021.187278, 3659536.369790
11734, 409021.187278, 3659536.369790
11735, 409021.187278, 3659536.369790
11736, 409021.187278, 3659536.369790
11737, 409021.009919, 3659536.371436
11738, 409021.009919, 3659536.371436
11739, 409021.009919, 3659536.371436
11740, 409021.009919, 3659536.371436
11741, 409020.832662, 3659536.384169
11742, 409020.832662, 3659536.384169
11743, 409020.832662, 3659536.384169
11744, 409020.832662, 3659536.384169
11745, 409020.655303, 3659536.385816
11746, 409020.655303, 3659536.385816
11747, 409020.655303, 3659536.385816
11748, 409020.655303, 3659536.385816
11749, 409020.477944, 3659536.387462
11750, 409020.477944, 3659536.387462
11751, 409020.477944, 3659536.387462
11752, 409020.477944, 3659536.387462
11753, 409020.291251, 3659536.389196
11754, 409020.291251, 3659536.389196
11755, 409020.291251, 3659536.389196
11756, 409020.291251, 3659536.389196
11757, 409020.113892, 3659536.390842
11758, 409020.113892, 3659536.390842
11759, 409020.113892, 3659536.390842
11760, 409020.113892, 3659536.390842
11761, 409019.936327, 3659536.370315
11762, 409019.936327, 3659536.370315
11763, 409019.936327, 3659536.370315
11764, 409019.936327, 3659536.370315
11765, 409019.758865, 3659536.360875
11766, 409019.758865, 3659536.360875
11767, 409019.758865, 3659536.360875
11768, 409019.758865, 3659536.360875
11769, 409019.590840, 3659536.362435
11770, 409019.590840, 3659536.362435
11771, 409019.590840, 3659536.362435
11772, 409019.590840, 3659536.362435
11773, 409019.413481, 3659536.364081
11774, 409019.413481, 3659536.364081
11775, 409019.413481, 3659536.364081
11776, 409019.413481, 3659536.364081
11777, 409019.236019, 3659536.354641
11778, 409019.236019, 3659536.354641
11779, 409019.236019, 3659536.354641
11780, 409019.236019, 3659536.354641
11781, 409019.058660, 3659536.356287
11782, 409019.058660, 3659536.356287
11783, 409019.058660, 3659536.356287
11784, 409019.058660, 3659536.356287
