id,x,y,plot_id
193,409109.20864935394,3659516.9256378952,12D1001
194,409109.20864935394,3659516.9256378952,12D1001
195,409109.20864935394,3659516.9256378952,12D1001
196,409109.20864935394,3659516.9256378952,12D1001
197,409109.0220581096,3659516.93845616,12D1001
198,409109.0220581096,3659516.93845616,12D1001
199,409109.0220581096,3659516.93845616,12D1001
200,409109.0220581096,3659516.93845616,12D1001
201,409108.8354668656,3659516.9512744285,12D1001
202,409108.8354668656,3659516.9512744285,12D1001
203,409108.8354668656,3659516.9512744285,12D1001
204,409108.8354668656,3659516.9512744285,12D1001
205,409108.6487727969,3659516.953005913,12D1001
206,409108.6487727969,3659516.953005913,12D1001
207,409108.6487727969,3659516.953005913,12D1001
208,409108.6487727969,3659516.953005913,12D1001
209,409108.46197590523,3659516.943650613,12D1001
210,409108.46197590523,3659516.943650613,12D1001
211,409108.46197590523,3659516.943650613,12D1001
212,409108.46197590523,3659516.943650613,12D1001
213,409108.29384841834,3659516.934122167,12D1001
214,409108.29384841834,3659516.934122167,12D1001
215,409108.29384841834,3659516.934122167,12D1001
216,409108.29384841834,3659516.934122167,12D1001
217,409108.116591878,3659516.9468538747,12D1001
218,409108.116591878,3659516.9468538747,12D1001
219,409108.116591878,3659516.9468538747,12D1001
220,409108.116591878,3659516.9468538747,12D1001
221,409107.93000063486,3659516.959672161,12D1001
222,409107.93000063486,3659516.959672161,12D1001
223,409107.93000063486,3659516.959672161,12D1001
224,409107.93000063486,3659516.959672161,12D1001
225,409107.74340939213,3659516.972490449,12D1001
226,409107.74340939213,3659516.972490449,12D1001
227,409107.74340939213,3659516.972490449,12D1001
228,409107.74340939213,3659516.972490449,12D1001
229,409107.55671532336,3659516.974221954,12D1001
230,409107.55671532336,3659516.974221954,12D1001
231,409107.55671532336,3659516.974221954,12D1001
232,409107.55671532336,3659516.974221954,12D1001
233,409107.37002125575,3659516.975953462,12D1001
234,409107.37002125575,3659516.975953462,12D1001
235,409107.37002125575,3659516.975953462,12D1001
236,409107.37002125575,3659516.975953462,12D1001
237,409107.18322436255,3659516.9665981885,12D1001
238,409107.18322436255,3659516.9665981885,12D1001
239,409107.18322436255,3659516.9665981885,12D1001
240,409107.18322436255,3659516.9665981885,12D1001
241,409106.9871955902,3659516.968416279,12D1001
242,409106.9871955902,3659516.968416279,12D1001
243,409106.9871955902,3659516.968416279,12D1001
244,409106.9871955902,3659516.968416279,12D1001
245,409106.8006043483,3659516.981234586,12D1001
246,409106.8006043483,3659516.981234586,12D1001
247,409106.8006043483,3659516.981234586,12D1001
248,409106.8006043483,3659516.981234586,12D1001
249,409106.6140131056,3659516.9940528967,12D1001
250,409106.6140131056,3659516.9940528967,12D1001
251,409106.6140131056,3659516.9940528967,12D1001
252,409106.6140131056,3659516.9940528967,12D1001
253,409106.42721621145,3659516.9846976358,12D1001
254,409106.42721621145,3659516.9846976358,12D1001
255,409106.42721621145,3659516.9846976358,12D1001
256,409106.42721621145,3659516.9846976358,12D1001
257,409106.2405221424,3659516.986429165,12D1001
258,409106.2405221424,3659516.986429165,12D1001
259,409106.2405221424,3659516.986429165,12D1001
260,409106.2405221424,3659516.986429165,12D1001
261,409106.0444933713,3659516.9882472763,12D1001
262,409106.0444933713,3659516.9882472763,12D1001
263,409106.0444933713,3659516.9882472763,12D1001
264,409106.0444933713,3659516.9882472763,12D1001
5,409117.33200037706,3659517.083144623,12D1001
6,409117.33200037706,3659517.083144623,12D1001
7,409117.33200037706,3659517.083144623,12D1001
8,409117.33200037706,3659517.083144623,12D1001
9,409117.1635644642,3659517.0403556623,12D1001
10,409117.1635644642,3659517.0403556623,12D1001
11,409117.1635644642,3659517.0403556623,12D1001
12,409117.1635644642,3659517.0403556623,12D1001
13,409117.0047716962,3659517.030740503,12D1001
14,409117.0047716962,3659517.030740503,12D1001
15,409117.0047716962,3659517.030740503,12D1001
16,409117.0047716962,3659517.030740503,12D1001
17,409116.85572488944,3659517.065385927,12D1001
18,409116.85572488944,3659517.065385927,12D1001
19,409116.85572488944,3659517.065385927,12D1001
20,409116.85572488944,3659517.065385927,12D1001
21,409116.7065752699,3659517.0889445664,12D1001
22,409116.7065752699,3659517.0889445664,12D1001
23,409116.7065752699,3659517.0889445664,12D1001
24,409116.7065752699,3659517.0889445664,12D1001
25,409116.556911575,3659517.057069272,12D1001
26,409116.556911575,3659517.057069272,12D1001
27,409116.556911575,3659517.057069272,12D1001
28,409116.556911575,3659517.057069272,12D1001
29,409116.42560883955,3659516.991760481,12D1001
30,409116.42560883955,3659516.991760481,12D1001
31,409116.42560883955,3659516.991760481,12D1001
32,409116.42560883955,3659516.991760481,12D1001
33,409116.29410047294,3659516.9042781186,12D1001
34,409116.29410047294,3659516.9042781186,12D1001
35,409116.29410047294,3659516.9042781186,12D1001
36,409116.29410047294,3659516.9042781186,12D1001
45,409115.85547223524,3659516.919433566,12D1001
46,409115.85547223524,3659516.919433566,12D1001
47,409115.85547223524,3659516.919433566,12D1001
48,409115.85547223524,3659516.919433566,12D1001
49,409115.7162742118,3659517.009426379,12D1001
50,409115.7162742118,3659517.009426379,12D1001
51,409115.7162742118,3659517.009426379,12D1001
52,409115.7162742118,3659517.009426379,12D1001
53,409115.57676774496,3659517.066158832,12D1001
54,409115.57676774496,3659517.066158832,12D1001
55,409115.57676774496,3659517.066158832,12D1001
56,409115.57676774496,3659517.066158832,12D1001
57,409115.4274124955,3659517.067543916,12D1001
58,409115.4274124955,3659517.067543916,12D1001
59,409115.4274124955,3659517.067543916,12D1001
60,409115.4274124955,3659517.067543916,12D1001
61,409115.30554727156,3659517.0132353613,12D1001
62,409115.30554727156,3659517.0132353613,12D1001
63,409115.30554727156,3659517.0132353613,12D1001
64,409115.30554727156,3659517.0132353613,12D1001
65,409115.17445016094,3659516.970100162,12D1001
66,409115.17445016094,3659516.970100162,12D1001
67,409115.17445016094,3659516.970100162,12D1001
68,409115.17445016094,3659516.970100162,12D1001
69,409115.0340183448,3659516.9270515344,12D1001
70,409115.0340183448,3659516.9270515344,12D1001
71,409115.0340183448,3659516.9270515344,12D1001
72,409115.0340183448,3659516.9270515344,12D1001
73,409114.90343531605,3659516.939350278,12D1001
74,409114.90343531605,3659516.939350278,12D1001
75,409114.90343531605,3659516.939350278,12D1001
76,409114.90343531605,3659516.939350278,12D1001
77,409114.7730579204,3659516.973822598,12D1001
78,409114.7730579204,3659516.973822598,12D1001
79,409114.7730579204,3659516.973822598,12D1001
80,409114.7730579204,3659516.973822598,12D1001
81,409114.63334582373,3659517.0083814897,12D1001
82,409114.63334582373,3659517.0083814897,12D1001
83,409114.63334582373,3659517.0083814897,12D1001
84,409114.63334582373,3659517.0083814897,12D1001
85,409114.4932224587,3659516.998593231,12D1001
86,409114.4932224587,3659516.998593231,12D1001
87,409114.4932224587,3659516.998593231,12D1001
88,409114.4932224587,3659516.998593231,12D1001
89,409114.3343268686,3659516.9778913255,12D1001
90,409114.3343268686,3659516.9778913255,12D1001
91,409114.3343268686,3659516.9778913255,12D1001
92,409114.3343268686,3659516.9778913255,12D1001
93,409114.1754312777,3659516.957189424,12D1001
94,409114.1754312777,3659516.957189424,12D1001
95,409114.1754312777,3659516.957189424,12D1001
96,409114.1754312777,3659516.957189424,12D1001
97,409114.0074066187,3659516.9587476673,12D1001
98,409114.0074066187,3659516.9587476673,12D1001
99,409114.0074066187,3659516.9587476673,12D1001
100,409114.0074066187,3659516.9587476673,12D1001
101,409113.8114806673,3659516.971652411,12D1001
102,409113.8114806673,3659516.971652411,12D1001
103,409113.8114806673,3659516.971652411,12D1001
104,409113.8114806673,3659516.971652411,12D1001
105,409113.60611719615,3659516.973556939,12D1001
106,409113.60611719615,3659516.973556939,12D1001
107,409113.60611719615,3659516.973556939,12D1001
108,409113.60611719615,3659516.973556939,12D1001
109,409113.39111056377,3659516.9422876784,12D1001
110,409113.39111056377,3659516.9422876784,12D1001
111,409113.39111056377,3659516.9422876784,12D1001
112,409113.39111056377,3659516.9422876784,12D1001
113,409113.1761039322,3659516.9110184233,12D1001
114,409113.1761039322,3659516.9110184233,12D1001
115,409113.1761039322,3659516.9110184233,12D1001
116,409113.1761039322,3659516.9110184233,12D1001
117,409112.961200117,3659516.8908359595,12D1001
118,409112.961200117,3659516.8908359595,12D1001
119,409112.961200117,3659516.8908359595,12D1001
120,409112.961200117,3659516.8908359595,12D1001
121,409112.7372700555,3659516.9040004346,12D1001
122,409112.7372700555,3659516.9040004346,12D1001
123,409112.7372700555,3659516.9040004346,12D1001
124,409112.7372700555,3659516.9040004346,12D1001
125,409112.5224690585,3659516.894904768,12D1001
126,409112.5224690585,3659516.894904768,12D1001
127,409112.5224690585,3659516.894904768,12D1001
128,409112.5224690585,3659516.894904768,12D1001
129,409112.307668061,3659516.8858091063,12D1002
130,409112.307668061,3659516.8858091063,12D1002
131,409112.307668061,3659516.8858091063,12D1002
132,409112.307668061,3659516.8858091063,12D1002
133,409112.09296988294,3659516.887800238,12D1002
134,409112.09296988294,3659516.887800238,12D1002
135,409112.09296988294,3659516.887800238,12D1002
136,409112.09296988294,3659516.887800238,12D1002
137,409111.8877092283,3659516.90079159,12D1002
138,409111.8877092283,3659516.90079159,12D1002
139,409111.8877092283,3659516.90079159,12D1002
140,409111.8877092283,3659516.90079159,12D1002
141,409111.69178327726,3659516.9136963757,12D1002
142,409111.69178327726,3659516.9136963757,12D1002
143,409111.69178327726,3659516.9136963757,12D1002
144,409111.69178327726,3659516.9136963757,12D1002
145,409111.4957545082,3659516.915514378,12D1002
146,409111.4957545082,3659516.915514378,12D1002
147,409111.4957545082,3659516.915514378,12D1002
148,409111.4957545082,3659516.915514378,12D1002
149,409111.2997257368,3659516.917332382,12D1002
150,409111.2997257368,3659516.917332382,12D1002
151,409111.2997257368,3659516.917332382,12D1002
152,409111.2997257368,3659516.917332382,12D1002
153,409111.1035941441,3659516.908063603,12D1002
154,409111.1035941441,3659516.908063603,12D1002
155,409111.1035941441,3659516.908063603,12D1002
156,409111.1035941441,3659516.908063603,12D1002
157,409110.90756537236,3659516.9098816165,12D1002
158,409110.90756537236,3659516.9098816165,12D1002
159,409110.90756537236,3659516.9098816165,12D1002
160,409110.90756537236,3659516.9098816165,12D1002
161,409110.73030882975,3659516.9226132776,12D1002
162,409110.73030882975,3659516.9226132776,12D1002
163,409110.73030882975,3659516.9226132776,12D1002
164,409110.73030882975,3659516.9226132776,12D1002
165,409110.5342800593,3659516.9244312984,12D1002
166,409110.5342800593,3659516.9244312984,12D1002
167,409110.5342800593,3659516.9244312984,12D1002
168,409110.5342800593,3659516.9244312984,12D1002
169,409110.35692069517,3659516.9260761766,12D1002
170,409110.35692069517,3659516.9260761766,12D1002
171,409110.35692069517,3659516.9260761766,12D1002
172,409110.35692069517,3659516.9260761766,12D1002
173,409110.1702266266,3659516.9278076324,12D1002
174,409110.1702266266,3659516.9278076324,12D1002
175,409110.1702266266,3659516.9278076324,12D1002
176,409110.1702266266,3659516.9278076324,12D1002
177,409109.9834297368,3659516.918452303,12D1002
178,409109.9834297368,3659516.918452303,12D1002
179,409109.9834297368,3659516.918452303,12D1002
180,409109.9834297368,3659516.918452303,12D1002
181,409109.7872981421,3659516.90918355,12D1002
182,409109.7872981421,3659516.90918355,12D1002
183,409109.7872981421,3659516.90918355,12D1002
184,409109.7872981421,3659516.90918355,12D1002
185,409109.5911665469,3659516.8999148025,12D1002
186,409109.5911665469,3659516.8999148025,12D1002
187,409109.5911665469,3659516.8999148025,12D1002
188,409109.5911665469,3659516.8999148025,12D1002
189,409109.39513777674,3659516.901732846,12D1002
190,409109.39513777674,3659516.901732846,12D1002
191,409109.39513777674,3659516.901732846,12D1002
192,409109.39513777674,3659516.901732846,12D1002
193,409109.20864935394,3659516.9256378952,12D1002
194,409109.20864935394,3659516.9256378952,12D1002
195,409109.20864935394,3659516.9256378952,12D1002
196,409109.20864935394,3659516.9256378952,12D1002
197,409109.0220581096,3659516.93845616,12D1002
198,409109.0220581096,3659516.93845616,12D1002
199,409109.0220581096,3659516.93845616,12D1002
200,409109.0220581096,3659516.93845616,12D1002
201,409108.8354668656,3659516.9512744285,12D1002
202,409108.8354668656,3659516.9512744285,12D1002
203,409108.8354668656,3659516.9512744285,12D1002
204,409108.8354668656,3659516.9512744285,12D1002
205,409108.6487727969,3659516.953005913,12D1002
206,409108.6487727969,3659516.953005913,12D1002
207,409108.6487727969,3659516.953005913,12D1002
208,409108.6487727969,3659516.953005913,12D1002
209,409108.46197590523,3659516.943650613,12D1002
210,409108.46197590523,3659516.943650613,12D1002
211,409108.46197590523,3659516.943650613,12D1002
212,409108.46197590523,3659516.943650613,12D1002
213,409108.29384841834,3659516.934122167,12D1002
214,409108.29384841834,3659516.934122167,12D1002
215,409108.29384841834,3659516.934122167,12D1002
216,409108.29384841834,3659516.934122167,12D1002
217,409108.116591878,3659516.9468538747,12D1002
218,409108.116591878,3659516.9468538747,12D1002
219,409108.116591878,3659516.9468538747,12D1002
220,409108.116591878,3659516.9468538747,12D1002
221,409107.93000063486,3659516.959672161,12D1002
222,409107.93000063486,3659516.959672161,12D1002
223,409107.93000063486,3659516.959672161,12D1002
224,409107.93000063486,3659516.959672161,12D1002
225,409107.74340939213,3659516.972490449,12D1002
226,409107.74340939213,3659516.972490449,12D1002
227,409107.74340939213,3659516.972490449,12D1002
228,409107.74340939213,3659516.972490449,12D1002
229,409107.55671532336,3659516.974221954,12D1002
230,409107.55671532336,3659516.974221954,12D1002
231,409107.55671532336,3659516.974221954,12D1002
232,409107.55671532336,3659516.974221954,12D1002
233,409107.37002125575,3659516.975953462,12D1002
234,409107.37002125575,3659516.975953462,12D1002
235,409107.37002125575,3659516.975953462,12D1002
236,409107.37002125575,3659516.975953462,12D1002
237,409107.18322436255,3659516.9665981885,12D1002
238,409107.18322436255,3659516.9665981885,12D1002
239,409107.18322436255,3659516.9665981885,12D1002
240,409107.18322436255,3659516.9665981885,12D1002
241,409106.9871955902,3659516.968416279,12D1002
242,409106.9871955902,3659516.968416279,12D1002
243,409106.9871955902,3659516.968416279,12D1002
244,409106.9871955902,3659516.968416279,12D1002
245,409106.8006043483,3659516.981234586,12D1002
246,409106.8006043483,3659516.981234586,12D1002
247,409106.8006043483,3659516.981234586,12D1002
248,409106.8006043483,3659516.981234586,12D1002
249,409106.6140131056,3659516.9940528967,12D1002
250,409106.6140131056,3659516.9940528967,12D1002
251,409106.6140131056,3659516.9940528967,12D1002
252,409106.6140131056,3659516.9940528967,12D1002
253,409106.42721621145,3659516.9846976358,12D1002
254,409106.42721621145,3659516.9846976358,12D1002
255,409106.42721621145,3659516.9846976358,12D1002
256,409106.42721621145,3659516.9846976358,12D1002
257,409106.2405221424,3659516.986429165,12D1002
258,409106.2405221424,3659516.986429165,12D1002
259,409106.2405221424,3659516.986429165,12D1002
260,409106.2405221424,3659516.986429165,12D1002
261,409106.0444933713,3659516.9882472763,12D1002
262,409106.0444933713,3659516.9882472763,12D1002
263,409106.0444933713,3659516.9882472763,12D1002
264,409106.0444933713,3659516.9882472763,12D1002
5,409117.33200037706,3659517.083144623,12D1002
6,409117.33200037706,3659517.083144623,12D1002
7,409117.33200037706,3659517.083144623,12D1002
8,409117.33200037706,3659517.083144623,12D1002
9,409117.1635644642,3659517.0403556623,12D1002
10,409117.1635644642,3659517.0403556623,12D1002
11,409117.1635644642,3659517.0403556623,12D1002
12,409117.1635644642,3659517.0403556623,12D1002
13,409117.0047716962,3659517.030740503,12D1002
14,409117.0047716962,3659517.030740503,12D1002
15,409117.0047716962,3659517.030740503,12D1002
16,409117.0047716962,3659517.030740503,12D1002
17,409116.85572488944,3659517.065385927,12D1002
18,409116.85572488944,3659517.065385927,12D1002
19,409116.85572488944,3659517.065385927,12D1002
20,409116.85572488944,3659517.065385927,12D1002
21,409116.7065752699,3659517.0889445664,12D1002
22,409116.7065752699,3659517.0889445664,12D1002
23,409116.7065752699,3659517.0889445664,12D1002
24,409116.7065752699,3659517.0889445664,12D1002
25,409116.556911575,3659517.057069272,12D1002
26,409116.556911575,3659517.057069272,12D1002
27,409116.556911575,3659517.057069272,12D1002
28,409116.556911575,3659517.057069272,12D1002
29,409116.42560883955,3659516.991760481,12D1002
30,409116.42560883955,3659516.991760481,12D1002
31,409116.42560883955,3659516.991760481,12D1002
32,409116.42560883955,3659516.991760481,12D1002
33,409116.29410047294,3659516.9042781186,12D1002
34,409116.29410047294,3659516.9042781186,12D1002
35,409116.29410047294,3659516.9042781186,12D1002
36,409116.29410047294,3659516.9042781186,12D1002
45,409115.85547223524,3659516.919433566,12D1002
46,409115.85547223524,3659516.919433566,12D1002
47,409115.85547223524,3659516.919433566,12D1002
48,409115.85547223524,3659516.919433566,12D1002
49,409115.7162742118,3659517.009426379,12D1002
50,409115.7162742118,3659517.009426379,12D1002
51,409115.7162742118,3659517.009426379,12D1002
52,409115.7162742118,3659517.009426379,12D1002
53,409115.57676774496,3659517.066158832,12D1002
54,409115.57676774496,3659517.066158832,12D1002
55,409115.57676774496,3659517.066158832,12D1002
56,409115.57676774496,3659517.066158832,12D1002
57,409115.4274124955,3659517.067543916,12D1002
58,409115.4274124955,3659517.067543916,12D1002
59,409115.4274124955,3659517.067543916,12D1002
60,409115.4274124955,3659517.067543916,12D1002
61,409115.30554727156,3659517.0132353613,12D1002
62,409115.30554727156,3659517.0132353613,12D1002
63,409115.30554727156,3659517.0132353613,12D1002
64,409115.30554727156,3659517.0132353613,12D1002
65,409115.17445016094,3659516.970100162,12D1002
66,409115.17445016094,3659516.970100162,12D1002
67,409115.17445016094,3659516.970100162,12D1002
68,409115.17445016094,3659516.970100162,12D1002
69,409115.0340183448,3659516.9270515344,12D1002
70,409115.0340183448,3659516.9270515344,12D1002
71,409115.0340183448,3659516.9270515344,12D1002
72,409115.0340183448,3659516.9270515344,12D1002
73,409114.90343531605,3659516.939350278,12D1002
74,409114.90343531605,3659516.939350278,12D1002
75,409114.90343531605,3659516.939350278,12D1002
76,409114.90343531605,3659516.939350278,12D1002
77,409114.7730579204,3659516.973822598,12D1002
78,409114.7730579204,3659516.973822598,12D1002
79,409114.7730579204,3659516.973822598,12D1002
80,409114.7730579204,3659516.973822598,12D1002
81,409114.63334582373,3659517.0083814897,12D1002
82,409114.63334582373,3659517.0083814897,12D1002
83,409114.63334582373,3659517.0083814897,12D1002
84,409114.63334582373,3659517.0083814897,12D1002
85,409114.4932224587,3659516.998593231,12D1002
86,409114.4932224587,3659516.998593231,12D1002
87,409114.4932224587,3659516.998593231,12D1002
88,409114.4932224587,3659516.998593231,12D1002
89,409114.3343268686,3659516.9778913255,12D1002
90,409114.3343268686,3659516.9778913255,12D1002
91,409114.3343268686,3659516.9778913255,12D1002
92,409114.3343268686,3659516.9778913255,12D1002
93,409114.1754312777,3659516.957189424,12D1002
94,409114.1754312777,3659516.957189424,12D1002
95,409114.1754312777,3659516.957189424,12D1002
96,409114.1754312777,3659516.957189424,12D1002
97,409114.0074066187,3659516.9587476673,12D1002
98,409114.0074066187,3659516.9587476673,12D1002
99,409114.0074066187,3659516.9587476673,12D1002
100,409114.0074066187,3659516.9587476673,12D1002
101,409113.8114806673,3659516.971652411,12D1002
102,409113.8114806673,3659516.971652411,12D1002
103,409113.8114806673,3659516.971652411,12D1002
104,409113.8114806673,3659516.971652411,12D1002
105,409113.60611719615,3659516.973556939,12D1002
106,409113.60611719615,3659516.973556939,12D1002
107,409113.60611719615,3659516.973556939,12D1002
108,409113.60611719615,3659516.973556939,12D1002
109,409113.39111056377,3659516.9422876784,12D1002
110,409113.39111056377,3659516.9422876784,12D1002
111,409113.39111056377,3659516.9422876784,12D1002
112,409113.39111056377,3659516.9422876784,12D1002
113,409113.1761039322,3659516.9110184233,12D1002
114,409113.1761039322,3659516.9110184233,12D1002
115,409113.1761039322,3659516.9110184233,12D1002
116,409113.1761039322,3659516.9110184233,12D1002
117,409112.961200117,3659516.8908359595,12D1002
118,409112.961200117,3659516.8908359595,12D1002
119,409112.961200117,3659516.8908359595,12D1002
120,409112.961200117,3659516.8908359595,12D1002
121,409112.7372700555,3659516.9040004346,12D1002
122,409112.7372700555,3659516.9040004346,12D1002
123,409112.7372700555,3659516.9040004346,12D1002
124,409112.7372700555,3659516.9040004346,12D1002
125,409112.5224690585,3659516.894904768,12D1002
126,409112.5224690585,3659516.894904768,12D1002
127,409112.5224690585,3659516.894904768,12D1002
128,409112.5224690585,3659516.894904768,12D1002
4325,409105.9246720604,3659521.180524866,12D1016
4326,409105.9246720604,3659521.180524866,12D1016
4327,409105.9246720604,3659521.180524866,12D1016
4328,409105.9246720604,3659521.180524866,12D1016
4329,409106.1111603946,3659521.1566197537,12D1016
4330,409106.1111603946,3659521.1566197537,12D1016
4331,409106.1111603946,3659521.1566197537,12D1016
4332,409106.1111603946,3659521.1566197537,12D1016
4333,409106.30718908354,3659521.1548016425,12D1016
4334,409106.30718908354,3659521.1548016425,12D1016
4335,409106.30718908354,3659521.1548016425,12D1016
4336,409106.30718908354,3659521.1548016425,12D1016
4337,409106.49388307193,3659521.1530701118,12D1016
4338,409106.49388307193,3659521.1530701118,12D1016
4339,409106.49388307193,3659521.1530701118,12D1016
4340,409106.49388307193,3659521.1530701118,12D1016
4341,409106.68067988666,3659521.1624253714,12D1016
4342,409106.68067988666,3659521.1624253714,12D1016
4343,409106.68067988666,3659521.1624253714,12D1016
4344,409106.68067988666,3659521.1624253714,12D1016
4345,409106.85814200167,3659521.1718672123,12D1016
4346,409106.85814200167,3659521.1718672123,12D1016
4347,409106.85814200167,3659521.1718672123,12D1016
4348,409106.85814200167,3659521.1718672123,12D1016
4349,409107.0448359907,3659521.170135692,12D1016
4350,409107.0448359907,3659521.170135692,12D1016
4351,409107.0448359907,3659521.170135692,12D1016
4352,409107.0448359907,3659521.170135692,12D1016
4353,409107.23152997857,3659521.1684041754,12D1016
4354,409107.23152997857,3659521.1684041754,12D1016
4355,409107.23152997857,3659521.1684041754,12D1016
4356,409107.23152997857,3659521.1684041754,12D1016
4357,409107.40878644283,3659521.15567245,12D1016
4358,409107.40878644283,3659521.15567245,12D1016
4359,409107.40878644283,3659521.15567245,12D1016
4360,409107.40878644283,3659521.15567245,12D1016
4361,409107.5954804308,3659521.1539409407,12D1016
4362,409107.5954804308,3659521.1539409407,12D1016
4363,409107.5954804308,3659521.1539409407,12D1016
4364,409107.5954804308,3659521.1539409407,12D1016
4365,409107.7821744199,3659521.152209434,12D1016
4366,409107.7821744199,3659521.152209434,12D1016
4367,409107.7821744199,3659521.152209434,12D1016
4368,409107.7821744199,3659521.152209434,12D1016
4369,409107.96897123265,3659521.16156472,12D1016
4370,409107.96897123265,3659521.16156472,12D1016
4371,409107.96897123265,3659521.16156472,12D1016
4372,409107.96897123265,3659521.16156472,12D1016
4373,409108.16499992064,3659521.1597466464,12D1016
4374,409108.16499992064,3659521.1597466464,12D1016
4375,409108.16499992064,3659521.1597466464,12D1016
4376,409108.16499992064,3659521.1597466464,12D1016
4377,409108.3516939082,3659521.158015151,12D1016
4378,409108.3516939082,3659521.158015151,12D1016
4379,409108.3516939082,3659521.158015151,12D1016
4380,409108.3516939082,3659521.158015151,12D1016
4381,409108.53849072114,3659521.1673704474,12D1016
4382,409108.53849072114,3659521.1673704474,12D1016
4383,409108.53849072114,3659521.1673704474,12D1016
4384,409108.53849072114,3659521.1673704474,12D1016
4385,409108.72508188436,3659521.154552171,12D1016
4386,409108.72508188436,3659521.154552171,12D1016
4387,409108.72508188436,3659521.154552171,12D1016
4388,409108.72508188436,3659521.154552171,12D1016
4389,409108.9117758718,3659521.1528206873,12D1016
4390,409108.9117758718,3659521.1528206873,12D1016
4391,409108.9117758718,3659521.1528206873,12D1016
4392,409108.9117758718,3659521.1528206873,12D1016
4393,409109.08903233643,3659521.1400889917,12D1016
4394,409109.08903233643,3659521.1400889917,12D1016
4395,409109.08903233643,3659521.1400889917,12D1016
4396,409109.08903233643,3659521.1400889917,12D1016
4397,409109.27572632517,3659521.138357514,12D1016
4398,409109.27572632517,3659521.138357514,12D1016
4399,409109.27572632517,3659521.138357514,12D1016
4400,409109.27572632517,3659521.138357514,12D1016
4401,409109.4623174895,3659521.1255392535,12D1016
4402,409109.4623174895,3659521.1255392535,12D1016
4403,409109.4623174895,3659521.1255392535,12D1016
4404,409109.4623174895,3659521.1255392535,12D1016
4409,409109.83591111144,3659521.144249891,12D1016
4410,409109.83591111144,3659521.144249891,12D1016
4411,409109.83591111144,3659521.144249891,12D1016
4412,409109.83591111144,3659521.144249891,12D1016
4413,409110.0131675769,3659521.131518212,12D1016
4414,409110.0131675769,3659521.131518212,12D1016
4415,409110.0131675769,3659521.131518212,12D1016
4416,409110.0131675769,3659521.131518212,12D1016
5033,409105.522547851,3659525.131490473,12D1019
