species,longitude,latitude
Abies amabilis,-121.590000000000003,45.2800000000000011
Abies amabilis,-121.209999999999994,47.2800000000000011
Abies amabilis,-120.5,47.759999999999998
Abies amabilis,-120.849999999999994,48.9399999999999977
Abies amabilis,-121.549999999999997,46.25
Abies amabilis,-121.760000000000005,46.0399999999999991
Abies amabilis,-121.069999999999993,47.4200000000000017
Abies amabilis,-121.549999999999997,45.3200000000000003
Abies amabilis,-121.280000000000001,47.3599999999999994
Abies amabilis,-121.790000000000006,44.7700000000000031
Abies amabilis,-121.209999999999994,47.5399999999999991
Abies amabilis,-122.019999999999996,46.2999999999999972
Abies amabilis,-120.730000000000004,48.5200000000000031
Abies amabilis,-121.049999999999997,47.7299999999999969
Abies amabilis,-121.430000000000007,47.3599999999999994
Abies amabilis,-121.310000000000002,47.25
Abies amabilis,-121.019999999999996,47.8200000000000003
Abies amabilis,-121.549999999999997,45.4099999999999966
Abies amabilis,-121.290000000000006,47.0799999999999983
Abies amabilis,-121.569999999999993,45.2899999999999991
Abies amabilis,-121.760000000000005,46.0300000000000011
Abies amabilis,-121.349999999999994,47.009999999999998
Abies amabilis,-121.049999999999997,47.7299999999999969
Abies amabilis,-121.640000000000001,46.1199999999999974
Abies amabilis,-120.819999999999993,48.6000000000000014
Abies amabilis,-120.650000000000006,48.5700000000000003
Abies amabilis,-121.260000000000005,47.0499999999999972
Abies amabilis,-121.579999999999998,45.8699999999999974
Abies amabilis,-121.439999999999998,46.9699999999999989
Abies amabilis,-121.620000000000005,46.1199999999999974
Abies amabilis,-121.780000000000001,46.0200000000000031
Abies amabilis,-121.739999999999995,45.9600000000000009
Abies amabilis,-121.030000000000001,47.8200000000000003
Abies amabilis,-121.079999999999998,47.75
Abies amabilis,-121.269999999999996,46.5799999999999983
Abies amabilis,-121.909999999999997,46.2899999999999991
Abies amabilis,-121.090000000000003,47.740000000000002
Abies amabilis,-121.340000000000003,47.3500000000000014
Abies amabilis,-121.700000000000003,45.3299999999999983
Abies amabilis,-115.730000000000004,48.6899999999999977
Abies amabilis,-121.040000000000006,47.8200000000000003
Abies amabilis,-121.780000000000001,45.0200000000000031
Abies amabilis,-121.260000000000005,47.3299999999999983
Abies amabilis,-120.280000000000001,48.2199999999999989
Abies amabilis,-120.719999999999999,48.5300000000000011
Abies amabilis,-120.769999999999996,48.5200000000000031
Abies amabilis,-121.75,45.3800000000000026
Abies amabilis,-121.629999999999995,45.3200000000000003
Abies amabilis,-121.040000000000006,47.7800000000000011
Abies amabilis,-121.909999999999997,44.9699999999999989
Abies amabilis,-120.760000000000005,48.9200000000000017
Abies amabilis,-120.739999999999995,48.5200000000000031
Abies amabilis,-121.180000000000007,46.990000000000002
Abies amabilis,-120.939999999999998,47.9600000000000009
Abies amabilis,-121.329999999999998,47.0799999999999983
Abies amabilis,-120.739999999999995,48.509999999999998
Abies amabilis,-121.310000000000002,47.25
Abies amabilis,-121.260000000000005,47.0300000000000011
Abies amabilis,-115.75,48.7299999999999969
Abies amabilis,-121.739999999999995,46.0399999999999991
Abies amabilis,-120.640000000000001,48.5200000000000031
Abies amabilis,-121.620000000000005,45.3200000000000003
Abies amabilis,-121.379999999999995,46.6099999999999994
Abies amabilis,-121.049999999999997,47.4500000000000028
Abies amabilis,-121.290000000000006,47.0799999999999983
Abies amabilis,-120.599999999999994,48.7100000000000009
Abies amabilis,-121.810000000000002,45.4299999999999997
Abies amabilis,-121.109999999999999,47.4099999999999966
Abies amabilis,-121.329999999999998,46.8299999999999983
Abies amabilis,-120.640000000000001,48.9200000000000017
Abies amabilis,-121.310000000000002,46.8299999999999983
Abies amabilis,-120.849999999999994,48.9299999999999997
Abies amabilis,-121.260000000000005,47.0799999999999983
Abies amabilis,-121.359999999999999,46.6400000000000006
Abies amabilis,-121.959999999999994,45.1400000000000006
Abies amabilis,-121.269999999999996,46.5799999999999983
Abies amabilis,-121.700000000000003,46.4799999999999969
Abies amabilis,-121.010000000000005,47.7700000000000031
Abies amabilis,-121.040000000000006,47.8200000000000003
Abies amabilis,-121.829999999999998,46
Abies amabilis,-121.739999999999995,45.3400000000000034
Abies amabilis,-121.719999999999999,45.9699999999999989
Abies amabilis,-121.329999999999998,46.8299999999999983
Abies amabilis,-121.109999999999999,47.4099999999999966
Abies amabilis,-120.879999999999995,48.6499999999999986
Abies amabilis,-121.260000000000005,47.3599999999999994
Abies amabilis,-121.290000000000006,46.6400000000000006
Abies amabilis,-120.900000000000006,48.7199999999999989
Abies amabilis,-121.040000000000006,47.7800000000000011
Abies amabilis,-121.310000000000002,46.7800000000000011
Abies amabilis,-120.840000000000003,48.0600000000000023
Abies amabilis,-120.719999999999999,47.9099999999999966
Abies amabilis,-121.689999999999998,45.2199999999999989
Abies amabilis,-121.310000000000002,46.8100000000000023
Abies amabilis,-120.510000000000005,48.3500000000000014
Abies amabilis,-121.659999999999997,45.3200000000000003
Abies amabilis,-120.760000000000005,47.9500000000000028
Abies amabilis,-121.609999999999999,45.3200000000000003
Abies amabilis,-121.680000000000007,45.4099999999999966
Abies amabilis,-121.299999999999997,47.3599999999999994
Abies amabilis,-121.090000000000003,47.4099999999999966
Abies amabilis,-121.329999999999998,46.8299999999999983
Abies amabilis,-121.609999999999999,45.3200000000000003
Abies amabilis,-121.239999999999995,47.2800000000000011
Abies amabilis,-121.290000000000006,47.3100000000000023
Abies amabilis,-121.650000000000006,45.3999999999999986
Abies amabilis,-120.859999999999999,47.7800000000000011
Abies amabilis,-121.489999999999995,45.7700000000000031
Abies amabilis,-120.780000000000001,48.509999999999998
Abies amabilis,-121.260000000000005,47.3200000000000003
Abies amabilis,-121.670000000000002,45.4799999999999969
Abies amabilis,-121.409999999999997,46.6400000000000006
Abies amabilis,-121.310000000000002,46.8100000000000023
Abies amabilis,-121.760000000000005,46.0600000000000023
Abies amabilis,-121.310000000000002,47.0799999999999983
Abies amabilis,-121.829999999999998,46
Abies amabilis,-120.629999999999995,48.5700000000000003
Abies amabilis,-121.739999999999995,45.3900000000000006
Abies amabilis,-121.739999999999995,45.4500000000000028
Abies amabilis,-121.340000000000003,47.2899999999999991
Abies amabilis,-121.560000000000002,46.5499999999999972
Abies amabilis,-121.129999999999995,47.3200000000000003
Abies amabilis,-121.060000000000002,47.7199999999999989
Abies amabilis,-120.719999999999999,48.6599999999999966
Abies amabilis,-121.920000000000002,44.9699999999999989
Abies amabilis,-120.760000000000005,48.5600000000000023
Abies amabilis,-121.310000000000002,47.0900000000000034
Abies amabilis,-121.310000000000002,47.2199999999999989
Abies amabilis,-121.209999999999994,47.259999999999998
Abies amabilis,-121.510000000000005,46.8699999999999974
Abies amabilis,-120.769999999999996,48.5700000000000003
Abies amabilis,-121.310000000000002,46.8299999999999983
Abies amabilis,-121.969999999999999,44.9600000000000009
Abies amabilis,-121.810000000000002,45.990000000000002
Abies amabilis,-121.640000000000001,46.1899999999999977
Abies amabilis,-121.040000000000006,47.8599999999999994
Abies amabilis,-120.379999999999995,48.2800000000000011
Abies amabilis,-120.709999999999994,48.6400000000000006
Abies amabilis,-121.469999999999999,46.4799999999999969
Abies amabilis,-121.25,46.5900000000000034
Abies amabilis,-121.780000000000001,46.0399999999999991
Abies amabilis,-120.609999999999999,48.4200000000000017
Abies amabilis,-121.209999999999994,47.259999999999998
Abies amabilis,-121.290000000000006,46.8299999999999983
Abies amabilis,-121.430000000000007,46.6400000000000006
Abies amabilis,-121.299999999999997,46.5499999999999972
Abies amabilis,-121.790000000000006,44.8299999999999983
Abies amabilis,-121.060000000000002,47.7199999999999989
Abies amabilis,-120.939999999999998,47.9600000000000009
Abies amabilis,-121.510000000000005,46.4600000000000009
Abies amabilis,-121.219999999999999,46.9699999999999989
Abies amabilis,-121.359999999999999,47.3599999999999994
Abies amabilis,-121.329999999999998,46.7999999999999972
Abies amabilis,-121.310000000000002,47.2199999999999989
Abies amabilis,-120.879999999999995,47.259999999999998
Abies amabilis,-121.870000000000005,45.3200000000000003
Abies amabilis,-121.329999999999998,47.0799999999999983
Abies amabilis,-121.709999999999994,45.4600000000000009
Abies amabilis,-121.939999999999998,44.8299999999999983
Abies amabilis,-121.810000000000002,44.8100000000000023
Abies amabilis,-121.829999999999998,46
Abies amabilis,-121.469999999999999,46.6799999999999997
Abies amabilis,-121.260000000000005,47.0499999999999972
Abies amabilis,-120.790000000000006,48.990000000000002
Abies amabilis,-120.780000000000001,48.5600000000000023
Abies amabilis,-121.090000000000003,47.5399999999999991
Abies amabilis,-121.290000000000006,47.0900000000000034
Abies amabilis,-121.780000000000001,46
Abies amabilis,-121.260000000000005,47.0799999999999983
Abies amabilis,-121.069999999999993,47.3800000000000026
Abies amabilis,-121.200000000000003,47.0600000000000023
Abies amabilis,-121.290000000000006,47.0300000000000011
Abies amabilis,-121.310000000000002,47.0300000000000011
Abies amabilis,-121.620000000000005,45.2899999999999991
Abies amabilis,-120.510000000000005,48.5700000000000003
Abies amabilis,-121.129999999999995,47.3200000000000003
Abies amabilis,-120.700000000000003,47.8999999999999986
Abies amabilis,-120.810000000000002,48.6000000000000014
Abies amabilis,-121.829999999999998,45.1599999999999966
Abies amabilis,-121.680000000000007,45.3999999999999986
Abies amabilis,-121.739999999999995,45.3400000000000034
Abies amabilis,-121.290000000000006,47.0799999999999983
Abies amabilis,-120.879999999999995,48.6599999999999966
Abies amabilis,-121.319999999999993,47.259999999999998
Abies amabilis,-121.959999999999994,44.9099999999999966
Abies amabilis,-121.310000000000002,46.7800000000000011
Abies amabilis,-121.049999999999997,47.7999999999999972
Abies amabilis,-121.329999999999998,46.8100000000000023
Abies amabilis,-121.569999999999993,46.3299999999999983
Abies amabilis,-121.290000000000006,47.0300000000000011
Abies amabilis,-120.519999999999996,48.4200000000000017
Abies amabilis,-120.75,48.5300000000000011
Abies amabilis,-121.310000000000002,46.8299999999999983
Abies amabilis,-120.609999999999999,48.9299999999999997
Abies amabilis,-121.829999999999998,45.9399999999999977
Abies amabilis,-121.409999999999997,46.8800000000000026
Abies amabilis,-121.260000000000005,47.0300000000000011
Abies amabilis,-120.760000000000005,47.9099999999999966
Abies amabilis,-121.760000000000005,46.0399999999999991
Abies amabilis,-120.680000000000007,48.490000000000002
Abies amabilis,-120.730000000000004,48.6599999999999966
Abies amabilis,-121.629999999999995,45.2899999999999991
Abies amabilis,-120.650000000000006,48.5700000000000003
Abies amabilis,-121.319999999999993,47.259999999999998
Abies amabilis,-121,47.7999999999999972
Abies amabilis,-121.760000000000005,46.0399999999999991
Abies amabilis,-121.709999999999994,45.4699999999999989
Abies amabilis,-121.340000000000003,47.2899999999999991
Abies amabilis,-121.920000000000002,44.8599999999999994
Abies amabilis,-121.260000000000005,47.0300000000000011
Abies amabilis,-120.969999999999999,47.0499999999999972
Abies amabilis,-120.760000000000005,47.9099999999999966
Abies amabilis,-121.569999999999993,46.259999999999998
Abies amabilis,-122.040000000000006,46.3299999999999983
Abies amabilis,-121.209999999999994,46.6099999999999994
Abies amabilis,-122.010000000000005,45.1099999999999994
Abies amabilis,-121.810000000000002,46.0300000000000011
Abies amabilis,-121.390000000000001,46.9099999999999966
Abies amabilis,-121.780000000000001,44.7700000000000031
Abies amabilis,-120.819999999999993,47.8900000000000006
Abies amabilis,-120.819999999999993,47.8900000000000006
Abies amabilis,-120.739999999999995,48.5900000000000034
Abies amabilis,-121.640000000000001,45.259999999999998
Abies amabilis,-120.650000000000006,48.9299999999999997
Abies amabilis,-121.439999999999998,46.9099999999999966
Abies amabilis,-121.719999999999999,46.1499999999999986
Abies amabilis,-121.209999999999994,47.259999999999998
Abies amabilis,-123.466666700000005,48.5416667000000004
Abies amabilis,-128.75,54.683333300000001
Abies amabilis,-128.900000000000006,55.2666667000000018
Abies amabilis,-127.400000000000006,55.1000000000000014
Abies amabilis,-128.75,54.683333300000001
Abies amabilis,-128,56
Abies amabilis,-128.75,54.683333300000001
Abies amabilis,-123,50
Abies amabilis,-128.900000000000006,55.2666667000000018
Abies amabilis,-128.900000000000006,55.2666667000000018
Abies amabilis,-128.75,54.683333300000001
Abies amabilis,-123.150000000000006,49.9666666999999975
Abies amabilis,-128.900000000000006,55.2666667000000018
Abies amabilis,-125,49
Abies amabilis,-128.900000000000006,55.2666667000000018
Abies amabilis,-123.166666699999993,49.3999999999999986
Abies amabilis,-122.933333300000001,49.3999999999999986
Abies amabilis,-128.900000000000006,55.2666667000000018
Abies amabilis,-128.75,54.683333300000001
Abies amabilis,-123,49
Abies amabilis,-128.75,54.683333300000001
Abies amabilis,-128.683333299999987,54.7999999999999972
Abies amabilis,-128.699999999999989,55.3999999999999986
Abies amabilis,-128.699999999999989,55.3999999999999986
Abies amabilis,-122.651300000000006,43.5805999999999969
Abies amabilis,-121.781902000000002,48.476785999999997
Abies amabilis,-121.766800000000003,44.1009999999999991
Abies amabilis,-123.908152000000001,44.6423500000000004
Abies amabilis,-121.713678999999999,48.0444159999999982
Abies amabilis,-123.094570000000004,45.5550720000000027
Abies amabilis,-121.753600000000006,45.3042000000000016
Abies amabilis,-122.209615999999997,45.1927519999999987
Abies amabilis,-121.639724999999999,45.5226200000000034
Abies amabilis,-122.533063999999996,41.5892070000000018
Abies amabilis,-122.452500000000001,43.1574999999999989
Abies amabilis,-122.416300000000007,44.3973999999999975
Abies amabilis,-123.684200000000004,45.9692000000000007
Abies amabilis,-122.136899999999997,44.3952999999999989
Abies amabilis,-122.682163000000003,46.1907730000000001
Abies amabilis,-122.736576999999997,42.4205839999999981
Abies amabilis,-122.876058999999998,43.948124
Abies amabilis,-130.77000000000001,54.9200000000000017
Abies amabilis,-121.843299999999999,44.2468000000000004
Abies amabilis,-122.560000000000002,42.9314999999999998
Abies amabilis,-123.780619999999999,46.5608900000000006
Abies amabilis,-118.478364999999997,46.2259910000000005
Abies amabilis,-122.827505000000002,46.9251229999999993
Abies amabilis,-123.894099999999995,45.8196000000000012
Abies amabilis,-123.083527000000004,45.9458660000000023
Abies amabilis,-130.650000000000006,54.8299999999999983
Abies amabilis,-123.606899999999996,44.8885999999999967
Abies amabilis,-123.684200000000004,45.9692000000000007
Abies amabilis,-123.428048000000004,44.4968720000000033
Abies amabilis,-121.224277999999998,43.9145329999999987
Abies amabilis,-120.641356000000002,47.8769569999999973
Abies amabilis,-131.349999999999994,55.2333333300000007
Abies amabilis,-121.913533000000001,46.0262910000000005
Abies amabilis,-121.805800000000005,45.3100000000000023
Abies amabilis,-121.844200000000001,43.6617000000000033
Abies amabilis,-121.943299999999994,44.2021000000000015
Abies amabilis,-122.5822,44.6308000000000007
Abies amabilis,-122.398303999999996,46.5777360000000016
Abies amabilis,-121.844283000000004,47.4745059999999981
Abies amabilis,-121.171492999999998,44.6326839999999976
Abies amabilis,-121.851900000000001,44.189700000000002
Abies amabilis,-123.184950000000001,47.3506069999999966
Abies amabilis,-119.746129999999994,48.5499080000000021
Abies amabilis,-120.675561999999999,47.124405000000003
Abies amabilis,-122.577764999999999,44.9085239999999999
Abies amabilis,-123.290599999999998,46.0902000000000029
Abies amabilis,-131.159999999999997,55.3299999999999983
Abies amabilis,-121.163150999999999,45.1632609999999985
Abies amabilis,-122.002799999999993,44.6475999999999971
Abies amabilis,-121.855400000000003,44.4200000000000017
Abies amabilis,-123.561042999999998,42.3620110000000025
Abies amabilis,-122.134900000000002,44.3990000000000009
Abies amabilis,-121.850300000000004,44.4022000000000006
Abies amabilis,-121.614599999999996,45.3440999999999974
Abies amabilis,-120.738899000000004,46.4556389999999979
Abies amabilis,-121.843299999999999,44.2468000000000004
Abies amabilis,-123.417179000000004,44.9063459999999992
Abies amabilis,-122.526533999999998,44.4916819999999973
Abies amabilis,-123.931202999999996,48.1095019999999991
Abies amabilis,-123.575785999999994,47.8440760000000012
Abies amabilis,-122.414021000000005,45.5441569999999984
Abies amabilis,-123.181133000000003,43.2871600000000001
Abies amabilis,-123.711297999999999,46.0059660000000008
Abies amabilis,-122.002799999999993,44.6475999999999971
Abies amabilis,-121.616100000000003,45.3442000000000007
Abies amabilis,-122.113229000000004,47.0482999999999976
Abies amabilis,-122.002799999999993,44.6475999999999971
Abies amabilis,-121.900129000000007,48.8337470000000025
Abies amabilis,-98,38
Abies amabilis,-123.233333299999998,49.25
Abies amabilis,-122.566666699999999,49.2833333000000025
Abies amabilis,-127.825000000000003,53.0722000000000023
Abies amabilis,-127.792000000000002,53.2055999999999969
Abies amabilis,-127.825000000000003,53.0722000000000023
Abies amabilis,8.55450868606567028,48.842534087075002
Abies amabilis,8.86254763981409965,54.8211518749919975
Abies amabilis,9.71208572387694957,53.5858817535362988
Abies amabilis,10.1687341821759993,49.3866041192910004
Abies amabilis,9.72228603500930078,52.358201726936997
Abies amabilis,9.52348482138649999,48.628225327138999
Abies amabilis,-123.815600000000003,39.3654000000000011
Abies amabilis,-123.117900000000006,41.569899999999997
Abies amabilis,-123.223100000000002,41.4206999999999965
