sensor_ID,utc_time,utc_date,channel_1_output,channel_2_output,channel_3_output,calculated_vi_1,calculated_vi_2
CCL_AC000304,163855.0,070515,0.04150,0.49610,0.09730,0.84600,4.09900
CCL_AC000259,163855.0,070515,0.05050,0.61170,0.10990,0.84800,0.69500
CCL_AC000304,163855.0,070515,0.03950,0.44540,0.08530,0.83700,4.22200
CCL_AC000259,163855.2,070515,0.04990,0.58960,0.09870,0.84400,0.71300
CCL_AC000304,163855.2,070515,0.03830,0.41400,0.08640,0.83100,3.79300
CCL_AC000259,163855.4,070515,0.05030,0.57850,0.10530,0.84000,0.69200
CCL_AC000304,163855.4,070515,0.03810,0.41250,0.08110,0.83100,4.08800
CCL_AC000259,163855.4,070515,0.05080,0.58700,0.10670,0.84100,0.69200
CCL_AC000304,163855.4,070515,0.03760,0.40350,0.07460,0.83000,4.41200
CCL_AC000259,163855.6,070515,0.05110,0.60210,0.10880,0.84400,0.69400
CCL_AC000304,163855.6,070515,0.03520,0.40690,0.08260,0.84100,3.92900
CCL_AC000259,163855.6,070515,0.05100,0.60340,0.11430,0.84400,0.68200
CCL_AC000304,163855.6,070515,0.03550,0.42070,0.07460,0.84400,4.63600
CCL_AC000259,163855.8,070515,0.04910,0.60660,0.10750,0.85000,0.69900
CCL_AC000304,163855.8,070515,0.03860,0.43130,0.08010,0.83600,4.38700
CCL_AC000259,163855.8,070515,0.05060,0.61210,0.11340,0.84700,0.68700
CCL_AC000304,163855.8,070515,0.04000,0.45590,0.09080,0.83900,4.02200
CCL_AC000259,163855.8,070515,0.05020,0.62320,0.11250,0.85100,0.69400
CCL_AC000304,163855.8,070515,0.03920,0.46540,0.09200,0.84500,4.06100
CCL_AC000259,163856.0,070515,0.05280,0.64560,0.11720,0.84900,0.69300
CCL_AC000304,163856.0,070515,0.03800,0.41020,0.08430,0.83000,3.86600
CCL_AC000259,163856.0,070515,0.05370,0.66600,0.11840,0.85100,0.69800
CCL_AC000304,163856.0,070515,0.03730,0.36500,0.07210,0.81500,4.06400
CCL_AC000259,163856.0,070515,0.05370,0.66240,0.11880,0.85000,0.69600
CCL_AC000304,163856.0,070515,0.03500,0.34180,0.06690,0.81400,4.10700
CCL_AC000259,163856.4,070515,0.05450,0.66700,0.12310,0.84900,0.68800
CCL_AC000304,163856.4,070515,0.03400,0.33580,0.06240,0.81600,4.37900
CCL_AC000259,163856.4,070515,0.05580,0.66060,0.12520,0.84400,0.68100
CCL_AC000304,163856.4,070515,0.03210,0.32980,0.06430,0.82300,4.13300
CCL_AC000259,163856.6,070515,0.05540,0.65140,0.11870,0.84300,0.69200
CCL_AC000304,163856.6,070515,0.03130,0.30620,0.06040,0.81500,4.07200
CCL_AC000259,163856.6,070515,0.05490,0.64710,0.12040,0.84300,0.68600
CCL_AC000304,163856.6,070515,0.03140,0.30450,0.06010,0.81300,4.06700
CCL_AC000259,163856.8,070515,0.05010,0.62150,0.10520,0.85100,0.71000
CCL_AC000304,163856.8,070515,0.03310,0.33720,0.06250,0.82100,4.39800
CCL_AC000259,163856.8,070515,0.05200,0.62650,0.11660,0.84700,0.68600
CCL_AC000304,163856.8,070515,0.03440,0.35500,0.06900,0.82300,4.14800
CCL_AC000259,163857.0,070515,0.05160,0.62980,0.11250,0.84900,0.69700
CCL_AC000304,163857.0,070515,0.03570,0.36160,0.07000,0.82000,4.16400
CCL_AC000259,163857.0,070515,0.05040,0.62360,0.11430,0.85000,0.69000
CCL_AC000304,163857.0,070515,0.03490,0.35690,0.06100,0.82200,4.84900
CCL_AC000259,163857.2,070515,0.04850,0.59750,0.10520,0.85000,0.70100
CCL_AC000304,163857.2,070515,0.03400,0.36460,0.06680,0.82900,4.45600
CCL_AC000259,163857.2,070515,0.04760,0.59120,0.10870,0.85100,0.68900
CCL_AC000304,163857.2,070515,0.03260,0.35360,0.06920,0.83100,4.11000
CCL_AC000259,163857.4,070515,0.04690,0.58190,0.10040,0.85100,0.70600
CCL_AC000304,163857.4,070515,0.03200,0.34230,0.06390,0.82900,4.35600
CCL_AC000259,163857.4,070515,0.04790,0.57120,0.10080,0.84500,0.70000
CCL_AC000304,163857.4,070515,0.03140,0.34410,0.06030,0.83300,4.71100
CCL_AC000259,163857.6,070515,0.05020,0.56250,0.10710,0.83600,0.68000
CCL_AC000304,163857.6,070515,0.03210,0.36820,0.06280,0.84000,4.86700
CCL_AC000259,163857.6,070515,0.04710,0.50170,0.09230,0.82800,0.68900
CCL_AC000304,163857.6,070515,0.03330,0.38720,0.06250,0.84200,5.19200
CCL_AC000259,163857.8,070515,0.04340,0.41950,0.08970,0.81200,0.64800
CCL_AC000304,163857.8,070515,0.03300,0.39400,0.07420,0.84500,4.31100
CCL_AC000259,163857.8,070515,0.04210,0.34460,0.07890,0.78200,0.62700
CCL_AC000304,163857.8,070515,0.03340,0.36700,0.06260,0.83300,4.86400
CCL_AC000259,163858.0,070515,0.04210,0.27360,0.06090,0.73300,0.63600
CCL_AC000304,163858.0,070515,0.03360,0.33470,0.06450,0.81800,4.18800
CCL_AC000259,163858.0,070515,0.04280,0.21530,0.05420,0.66800,0.59800
CCL_AC000304,163858.0,070515,0.03420,0.31800,0.06720,0.80600,3.73000
CCL_AC000259,163858.2,070515,0.04520,0.15710,0.05810,0.55300,0.46000
CCL_AC000304,163858.2,070515,0.03570,0.29920,0.06430,0.78700,3.65100
CCL_AC000259,163858.2,070515,0.04690,0.12250,0.04430,0.44600,0.46800
CCL_AC000304,163858.2,070515,0.03530,0.28440,0.05480,0.77900,4.19200
CCL_AC000259,163858.4,070515,0.04800,0.10060,0.03580,0.35400,0.47500
CCL_AC000304,163858.4,070515,0.03550,0.24950,0.06120,0.75100,3.07800
CCL_AC000259,163858.4,070515,0.04960,0.08920,0.04170,0.28500,0.36300
CCL_AC000304,163858.4,070515,0.03690,0.20340,0.05580,0.69300,2.64300
CCL_AC000259,163858.6,070515,0.05010,0.07520,0.04400,0.20000,0.26200
CCL_AC000304,163858.6,070515,0.03880,0.16080,0.05050,0.61100,2.18500
CCL_AC000259,163858.6,070515,0.05160,0.07380,0.04110,0.17700,0.28500
CCL_AC000304,163858.6,070515,0.04110,0.13100,0.04260,0.52200,2.07600
CCL_AC000259,163858.8,070515,0.05250,0.06910,0.03220,0.13600,0.36400
CCL_AC000304,163858.8,070515,0.04350,0.09520,0.04390,0.37300,1.16900
CCL_AC000259,163858.8,070515,0.05500,0.07090,0.04300,0.12700,0.24500
CCL_AC000304,163858.8,070515,0.04580,0.07180,0.04530,0.22100,0.58400
CCL_AC000259,163859.0,070515,0.05870,0.07520,0.04290,0.12300,0.27300
CCL_AC000304,163859.0,070515,0.04530,0.05650,0.04020,0.10900,0.40300
CCL_AC000259,163859.0,070515,0.06040,0.08020,0.04090,0.14100,0.32500
CCL_AC000304,163859.0,070515,0.04600,0.05760,0.03590,0.11300,0.60800
CCL_AC000259,163859.2,070515,0.06080,0.07830,0.04290,0.12600,0.29200
CCL_AC000304,163859.2,070515,0.04630,0.05030,0.03860,0.04200,0.30300
CCL_AC000259,163859.2,070515,0.05980,0.08070,0.04950,0.14900,0.24000
CCL_AC000304,163859.2,070515,0.04750,0.05390,0.03530,0.06300,0.52900
CCL_AC000259,163859.4,070515,0.05800,0.07680,0.05250,0.14000,0.18800
CCL_AC000304,163859.4,070515,0.05010,0.05340,0.03940,0.03200,0.35600
CCL_AC000259,163859.4,070515,0.05370,0.07910,0.05450,0.19100,0.18400
CCL_AC000304,163859.4,070515,0.05160,0.06020,0.04960,0.07700,0.21300
CCL_AC000259,163859.6,070515,0.05210,0.09280,0.04180,0.28100,0.37900
CCL_AC000304,163859.6,070515,0.05420,0.06280,0.03580,0.07300,0.75500
CCL_AC000259,163859.6,070515,0.04960,0.14060,0.04780,0.47800,0.49300
CCL_AC000304,163859.6,070515,0.05850,0.06950,0.04170,0.08600,0.66600
CCL_AC000259,163859.8,070515,0.04990,0.20920,0.05970,0.61500,0.55600
CCL_AC000304,163859.8,070515,0.06180,0.08320,0.05790,0.14700,0.43900
CCL_AC000259,163859.8,070515,0.04970,0.29330,0.07860,0.71000,0.57700
CCL_AC000304,163859.8,070515,0.06430,0.09470,0.06320,0.19100,0.49800
CCL_AC000259,163900.0,070515,0.05160,0.37600,0.09710,0.75900,0.59000
CCL_AC000304,163900.0,070515,0.06100,0.11950,0.05470,0.32400,1.18400
CCL_AC000259,163900.0,070515,0.05370,0.47440,0.10890,0.79700,0.62700
CCL_AC000304,163900.0,070515,0.05550,0.16110,0.06360,0.48800,1.53400
CCL_AC000259,163900.2,070515,0.05590,0.54960,0.12220,0.81500,0.63600
CCL_AC000304,163900.2,070515,0.04950,0.22510,0.07050,0.64000,2.19400
CCL_AC000259,163900.2,070515,0.05440,0.58180,0.11400,0.82900,0.67200
CCL_AC000304,163900.2,070515,0.04780,0.32200,0.09120,0.74200,2.53100
CCL_AC000259,163900.4,070515,0.05470,0.59150,0.11490,0.83100,0.67500
CCL_AC000304,163900.4,070515,0.05080,0.42670,0.09560,0.78700,3.46200
CCL_AC000259,163900.4,070515,0.05770,0.59960,0.11620,0.82400,0.67500
CCL_AC000304,163900.4,070515,0.05570,0.51180,0.11610,0.80400,3.40800
CCL_AC000259,163900.6,070515,0.05760,0.61550,0.11820,0.82900,0.67800
CCL_AC000304,163900.6,070515,0.05790,0.60600,0.12830,0.82500,3.72300
CCL_AC000259,163900.6,070515,0.05990,0.64880,0.12400,0.83100,0.67900
CCL_AC000304,163900.6,070515,0.05820,0.63900,0.13330,0.83300,3.79400
CCL_AC000259,163900.8,070515,0.06060,0.66240,0.12650,0.83200,0.67900
CCL_AC000304,163900.8,070515,0.05550,0.62930,0.12940,0.83800,3.86200
CCL_AC000259,163900.8,070515,0.05870,0.63220,0.12260,0.83000,0.67500
CCL_AC000304,163900.8,070515,0.05340,0.60840,0.11770,0.83900,4.16900
CCL_AC000259,163901.0,070515,0.05850,0.59320,0.12590,0.82100,0.65000
CCL_AC000304,163901.0,070515,0.05640,0.65350,0.12810,0.84100,4.10000
CCL_AC000259,163901.0,070515,0.05970,0.58590,0.11600,0.81500,0.67000
CCL_AC000304,163901.0,070515,0.05820,0.67300,0.13110,0.84100,4.13500
CCL_AC000259,163901.2,070515,0.06180,0.58910,0.12690,0.81000,0.64500
CCL_AC000304,163901.2,070515,0.06040,0.66320,0.12490,0.83300,4.31000
CCL_AC000259,163901.2,070515,0.05990,0.56190,0.11680,0.80700,0.65600
CCL_AC000304,163901.2,070515,0.06140,0.66400,0.13080,0.83100,4.07700
CCL_AC000259,163901.4,070515,0.05510,0.53390,0.10690,0.81300,0.66600
CCL_AC000304,163901.4,070515,0.05870,0.62260,0.13280,0.82800,3.68800
CCL_AC000259,163901.4,070515,0.05490,0.53840,0.10960,0.81500,0.66200
CCL_AC000304,163901.4,070515,0.05710,0.58240,0.12110,0.82100,3.81100
CCL_AC000259,163901.6,070515,0.05710,0.54130,0.11440,0.80900,0.65100
CCL_AC000304,163901.6,070515,0.05370,0.53630,0.11090,0.81800,3.83600
CCL_AC000259,163901.6,070515,0.05600,0.54220,0.11290,0.81300,0.65500
CCL_AC000304,163901.6,070515,0.05280,0.53170,0.10680,0.81900,3.97700
CCL_AC000259,163901.8,070515,0.05330,0.51750,0.10300,0.81300,0.66800
CCL_AC000304,163901.8,070515,0.05640,0.60540,0.10700,0.83000,4.65800
CCL_AC000259,163901.8,070515,0.05320,0.50670,0.10390,0.81000,0.66000
CCL_AC000304,163901.8,070515,0.05650,0.64990,0.12640,0.84000,4.14000
CCL_AC000259,163902.0,070515,0.05430,0.53180,0.11070,0.81500,0.65500
CCL_AC000304,163902.0,070515,0.05720,0.65540,0.12840,0.83900,4.10600
CCL_AC000259,163902.0,070515,0.05570,0.55410,0.11000,0.81700,0.66900
CCL_AC000304,163902.0,070515,0.05730,0.67170,0.13080,0.84300,4.13700
CCL_AC000259,163902.2,070515,0.05730,0.56320,0.11710,0.81500,0.65600
CCL_AC000304,163902.2,070515,0.05670,0.66710,0.12820,0.84300,4.20200
CCL_AC000259,163902.2,070515,0.05600,0.53990,0.10860,0.81200,0.66500
CCL_AC000304,163902.2,070515,0.05720,0.66790,0.12490,0.84200,4.34700
CCL_AC000259,163902.4,070515,0.05530,0.52610,0.11860,0.81000,0.63200
CCL_AC000304,163902.4,070515,0.05560,0.61240,0.12240,0.83300,4.00300
CCL_AC000259,163902.4,070515,0.05580,0.53110,0.10700,0.81000,0.66500
CCL_AC000304,163902.4,070515,0.05190,0.58260,0.11810,0.83600,3.93300
CCL_AC000259,163902.6,070515,0.05490,0.53060,0.10840,0.81200,0.66100
CCL_AC000304,163902.6,070515,0.05380,0.61570,0.12560,0.83900,3.90300
CCL_AC000259,163902.6,070515,0.05510,0.52380,0.10720,0.81000,0.66000
CCL_AC000304,163902.6,070515,0.05600,0.62770,0.11890,0.83600,4.27800
CCL_AC000259,163902.8,070515,0.05510,0.52610,0.10680,0.81000,0.66300
CCL_AC000304,163902.8,070515,0.05450,0.61260,0.11610,0.83700,4.27800
CCL_AC000259,163903.0,070515,0.05380,0.51430,0.10560,0.81100,0.65900
CCL_AC000304,163903.0,070515,0.05290,0.57450,0.11560,0.83100,3.97000
CCL_AC000259,163903.0,070515,0.05220,0.50320,0.10020,0.81200,0.66800
CCL_AC000304,163903.0,070515,0.05000,0.51070,0.10280,0.82200,3.97000
CCL_AC000259,163903.0,070515,0.05220,0.49350,0.10490,0.80900,0.64900
CCL_AC000304,163903.0,070515,0.04680,0.45800,0.09880,0.81400,3.63700
CCL_AC000259,163903.2,070515,0.05310,0.49610,0.10570,0.80600,0.64900
CCL_AC000304,163903.2,070515,0.04550,0.41900,0.09040,0.80400,3.63600
CCL_AC000259,163903.2,070515,0.05250,0.51030,0.10850,0.81300,0.64900
CCL_AC000304,163903.2,070515,0.04830,0.43410,0.09360,0.80000,3.63800
CCL_AC000259,163903.4,070515,0.05220,0.51180,0.10530,0.81500,0.65900
CCL_AC000304,163903.4,070515,0.04970,0.48030,0.09920,0.81200,3.84200
CCL_AC000259,163903.4,070515,0.05300,0.49360,0.09650,0.80600,0.67300
CCL_AC000304,163903.4,070515,0.05270,0.54050,0.11530,0.82200,3.68700
CCL_AC000259,163903.6,070515,0.05020,0.47330,0.09440,0.80800,0.66700
CCL_AC000304,163903.6,070515,0.05610,0.60160,0.11630,0.82900,4.17200
CCL_AC000259,163903.6,070515,0.04910,0.47290,0.09450,0.81200,0.66700
CCL_AC000304,163903.6,070515,0.05920,0.64110,0.12590,0.83100,4.09400
CCL_AC000259,163903.8,070515,0.04850,0.46380,0.09840,0.81100,0.65000
CCL_AC000304,163903.8,070515,0.05920,0.65330,0.13150,0.83400,3.96900
CCL_AC000259,163903.8,070515,0.04990,0.46420,0.09070,0.80600,0.67300
CCL_AC000304,163903.8,070515,0.05770,0.62780,0.12180,0.83200,4.15500
CCL_AC000259,163904.0,070515,0.04870,0.47740,0.09840,0.81500,0.65800
CCL_AC000304,163904.0,070515,0.05500,0.60700,0.11620,0.83400,4.22400
CCL_AC000259,163904.0,070515,0.05130,0.49880,0.10210,0.81300,0.66000
CCL_AC000304,163904.0,070515,0.05460,0.61980,0.12200,0.83800,4.08100
CCL_AC000259,163904.2,070515,0.05230,0.49240,0.10560,0.80800,0.64700
CCL_AC000304,163904.2,070515,0.05520,0.62900,0.12430,0.83900,4.06100
CCL_AC000259,163904.2,070515,0.05370,0.47730,0.09770,0.79800,0.66000
CCL_AC000304,163904.2,070515,0.05740,0.63350,0.12840,0.83400,3.93500
CCL_AC000259,163904.4,070515,0.05270,0.45330,0.09990,0.79200,0.63900
CCL_AC000304,163904.4,070515,0.05410,0.57910,0.11360,0.82900,4.09900
CCL_AC000259,163904.4,070515,0.05030,0.41900,0.09720,0.78600,0.62400
CCL_AC000304,163904.4,070515,0.04750,0.50510,0.09800,0.82800,4.15600
CCL_AC000259,163904.6,070515,0.04600,0.34660,0.08260,0.76600,0.61500
CCL_AC000304,163904.6,070515,0.04570,0.47530,0.09130,0.82400,4.20500
CCL_AC000259,163904.6,070515,0.04600,0.26720,0.07780,0.70600,0.54900
CCL_AC000304,163904.6,070515,0.04610,0.44790,0.10070,0.81300,3.44900
CCL_AC000259,163904.8,070515,0.04930,0.20710,0.06210,0.61500,0.53900
CCL_AC000304,163904.8,070515,0.04470,0.41130,0.08720,0.80400,3.71600
CCL_AC000259,163904.8,070515,0.04950,0.16640,0.05850,0.54100,0.48000
CCL_AC000304,163904.8,070515,0.04470,0.34250,0.08180,0.76900,3.18900
CCL_AC000259,163905.0,070515,0.05230,0.12920,0.05580,0.42400,0.39700
CCL_AC000304,163905.0,070515,0.04250,0.26430,0.07740,0.72300,2.41600
CCL_AC000259,163905.2,070515,0.05460,0.10590,0.04340,0.31900,0.41900
CCL_AC000304,163905.2,070515,0.04420,0.19660,0.05760,0.63300,2.41600
CCL_AC000259,163905.2,070515,0.05960,0.10150,0.04810,0.26000,0.35700
CCL_AC000304,163905.2,070515,0.04800,0.15240,0.05870,0.52100,1.59500
CCL_AC000259,163905.2,070515,0.06720,0.10470,0.04620,0.21800,0.38800
CCL_AC000304,163905.2,070515,0.05030,0.12030,0.04810,0.41000,1.49900
CCL_AC000259,163905.4,070515,0.07330,0.12250,0.05970,0.25100,0.34400
CCL_AC000304,163905.4,070515,0.05200,0.09510,0.05090,0.29300,0.86900
CCL_AC000259,163905.4,070515,0.07790,0.13700,0.06000,0.27500,0.39000
CCL_AC000304,163905.4,070515,0.05400,0.07660,0.04390,0.17300,0.74200
CCL_AC000259,163905.6,070515,0.08080,0.13690,0.06700,0.25700,0.34300
CCL_AC000304,163905.6,070515,0.05580,0.06610,0.04220,0.08400,0.56500
CCL_AC000259,163905.8,070515,0.08260,0.14100,0.05690,0.26100,0.42500
CCL_AC000304,163905.8,070515,0.05810,0.06980,0.04460,0.09200,0.56500
CCL_AC000259,163905.8,070515,0.08290,0.13950,0.06370,0.25400,0.37300
CCL_AC000304,163905.8,070515,0.06110,0.07120,0.04160,0.07700,0.71000
CCL_AC000259,163906.0,070515,0.08190,0.13260,0.06110,0.23600,0.36900
CCL_AC000304,163906.0,070515,0.06220,0.06870,0.04320,0.05000,0.59000
CCL_AC000259,163906.0,070515,0.08090,0.12530,0.05760,0.21500,0.37000
CCL_AC000304,163906.0,070515,0.06350,0.07190,0.04340,0.06200,0.65500
CCL_AC000259,163906.2,070515,0.07820,0.11880,0.05900,0.20600,0.33600
CCL_AC000304,163906.2,070515,0.06420,0.07350,0.04470,0.06700,0.64400
CCL_AC000259,163906.2,070515,0.07600,0.11490,0.05640,0.20400,0.34200
CCL_AC000304,163906.2,070515,0.06410,0.07300,0.05470,0.06400,0.33400
CCL_AC000259,163906.4,070515,0.07490,0.11400,0.05410,0.20700,0.35600
CCL_AC000304,163906.4,070515,0.06450,0.07300,0.04990,0.06200,0.46200
CCL_AC000259,163906.4,070515,0.07350,0.11370,0.05230,0.21500,0.37000
CCL_AC000304,163906.4,070515,0.06370,0.06460,0.04920,0.00700,0.31300
CCL_AC000259,163906.4,070515,0.07050,0.12030,0.05230,0.26100,0.39400
CCL_AC000304,163906.4,070515,0.06350,0.06840,0.04810,0.03800,0.42300
CCL_AC000259,163906.6,070515,0.06690,0.14630,0.05980,0.37200,0.42000
CCL_AC000304,163906.6,070515,0.06320,0.07140,0.04360,0.06100,0.63700
CCL_AC000259,163906.8,070515,0.06130,0.18830,0.06800,0.50900,0.46900
CCL_AC000304,163906.8,070515,0.06010,0.06910,0.05690,0.07000,0.21500
CCL_AC000259,163906.8,070515,0.05700,0.23820,0.07390,0.61400,0.52700
CCL_AC000304,163906.8,070515,0.06060,0.07390,0.05160,0.09900,0.43300
CCL_AC000259,163907.0,070515,0.05310,0.27580,0.08090,0.67700,0.54600
CCL_AC000304,163907.0,070515,0.06250,0.08890,0.05320,0.17500,0.67100
CCL_AC000259,163907.0,070515,0.05070,0.31810,0.08390,0.72500,0.58300
CCL_AC000304,163907.0,070515,0.06100,0.09800,0.05270,0.23300,0.86000
CCL_AC000259,163907.2,070515,0.05130,0.35740,0.08770,0.74900,0.60600
CCL_AC000304,163907.2,070515,0.05950,0.13910,0.05940,0.40000,1.34200
CCL_AC000259,163907.2,070515,0.05050,0.38820,0.09160,0.77000,0.61800
CCL_AC000304,163907.2,070515,0.05490,0.18720,0.06810,0.54700,1.74900
CCL_AC000259,163907.4,070515,0.05140,0.40790,0.09890,0.77600,0.61000
CCL_AC000304,163907.4,070515,0.05140,0.26060,0.06880,0.67000,2.78800
CCL_AC000259,163907.4,070515,0.05110,0.42990,0.09530,0.78700,0.63700
CCL_AC000304,163907.4,070515,0.05160,0.36240,0.09560,0.75100,2.79100
CCL_AC000259,163907.6,070515,0.05140,0.44370,0.10220,0.79200,0.62600
CCL_AC000304,163907.6,070515,0.04910,0.43590,0.11020,0.79700,2.95300
CCL_AC000259,163907.6,070515,0.04990,0.45350,0.10000,0.80200,0.63900
CCL_AC000304,163907.6,070515,0.04830,0.46490,0.10720,0.81200,3.33800
CCL_AC000259,163907.8,070515,0.05060,0.45850,0.10190,0.80100,0.63600
CCL_AC000304,163907.8,070515,0.04670,0.47320,0.09830,0.82000,3.81500
CCL_AC000259,163907.8,070515,0.05160,0.47460,0.10050,0.80400,0.65000
CCL_AC000304,163907.8,070515,0.04440,0.46760,0.09690,0.82700,3.82800
CCL_AC000259,163908.0,070515,0.05080,0.48120,0.10230,0.80900,0.64900
CCL_AC000304,163908.0,070515,0.04420,0.45420,0.09920,0.82300,3.57700
CCL_AC000259,163908.0,070515,0.05030,0.47990,0.10410,0.81000,0.64400
CCL_AC000304,163908.0,070515,0.04390,0.43080,0.08860,0.81500,3.86000
CCL_AC000259,163908.0,070515,0.05240,0.48000,0.10490,0.80300,0.64100
CCL_AC000304,163908.0,070515,0.04200,0.40690,0.09270,0.81300,3.39000
CCL_AC000259,163908.2,070515,0.05380,0.49310,0.10330,0.80300,0.65400
CCL_AC000304,163908.2,070515,0.04420,0.39790,0.08400,0.80000,3.73600
CCL_AC000259,163908.2,070515,0.05340,0.50440,0.10950,0.80900,0.64300
CCL_AC000304,163908.2,070515,0.04380,0.40790,0.08520,0.80600,3.78900
CCL_AC000259,163908.4,070515,0.05260,0.51820,0.10330,0.81600,0.66800
CCL_AC000304,163908.4,070515,0.04510,0.43090,0.09370,0.81100,3.59700
CCL_AC000259,163908.6,070515,0.05130,0.51080,0.11280,0.81700,0.63800
CCL_AC000304,163908.6,070515,0.04670,0.46180,0.09720,0.81600,3.75300
CCL_AC000259,163908.6,070515,0.05180,0.51030,0.10220,0.81600,0.66600
CCL_AC000304,163908.6,070515,0.04730,0.46820,0.09710,0.81700,3.82100
CCL_AC000259,163908.8,070515,0.05210,0.50730,0.10670,0.81400,0.65200
CCL_AC000304,163908.8,070515,0.04580,0.47140,0.10180,0.82300,3.63000
CCL_AC000259,163908.8,070515,0.05600,0.52570,0.11350,0.80700,0.64500
CCL_AC000304,163908.8,070515,0.04900,0.50030,0.10500,0.82200,3.76400
CCL_AC000259,163908.8,070515,0.05690,0.53150,0.10870,0.80600,0.66000
CCL_AC000304,163908.8,070515,0.04980,0.51220,0.10850,0.82300,3.72100
CCL_AC000259,163909.0,070515,0.05460,0.51150,0.11020,0.80700,0.64600
CCL_AC000304,163909.0,070515,0.04740,0.47570,0.09820,0.81900,3.84300
CCL_AC000259,163909.0,070515,0.05020,0.47760,0.09960,0.81000,0.65500
CCL_AC000304,163909.0,070515,0.04360,0.43760,0.09000,0.81900,3.86000
CCL_AC000259,163909.2,070515,0.04830,0.45250,0.09780,0.80700,0.64400
CCL_AC000304,163909.2,070515,0.04350,0.41830,0.08500,0.81200,3.91900
CCL_AC000259,163909.4,070515,0.04710,0.45530,0.09020,0.81200,0.66900
CCL_AC000304,163909.4,070515,0.04350,0.42640,0.08830,0.81500,3.82800
CCL_AC000259,163909.4,070515,0.04790,0.46410,0.09250,0.81300,0.66800
CCL_AC000304,163909.4,070515,0.04510,0.45340,0.09820,0.81900,3.61800
CCL_AC000259,163909.6,070515,0.04940,0.46360,0.09710,0.80700,0.65400
CCL_AC000304,163909.6,070515,0.04280,0.42860,0.09910,0.81800,3.32700
CCL_AC000259,163909.6,070515,0.05100,0.46600,0.09550,0.80300,0.66000
CCL_AC000304,163909.6,070515,0.04300,0.39380,0.08220,0.80300,3.79000
CCL_AC000259,163909.6,070515,0.05180,0.47340,0.10030,0.80300,0.65000
CCL_AC000304,163909.6,070515,0.04230,0.39480,0.08680,0.80600,3.54900
CCL_AC000259,163909.8,070515,0.05210,0.47500,0.10440,0.80200,0.64000
CCL_AC000304,163909.8,070515,0.04190,0.40420,0.08550,0.81200,3.72700
CCL_AC000259,163909.8,070515,0.05180,0.46490,0.09470,0.80000,0.66200
CCL_AC000304,163909.8,070515,0.04020,0.40740,0.08410,0.82000,3.84200
CCL_AC000259,163910.0,070515,0.05050,0.45110,0.09300,0.79800,0.65800
CCL_AC000304,163910.0,070515,0.04070,0.40600,0.08810,0.81800,3.61000
CCL_AC000259,163910.2,070515,0.04870,0.43940,0.09420,0.80100,0.64700
CCL_AC000304,163910.2,070515,0.04090,0.40590,0.09130,0.81700,3.44500
CCL_AC000259,163910.2,070515,0.04760,0.42980,0.09380,0.80000,0.64200
CCL_AC000304,163910.2,070515,0.04040,0.39870,0.09220,0.81600,3.32500
CCL_AC000259,163910.4,070515,0.04650,0.41440,0.09040,0.79800,0.64200
CCL_AC000304,163910.4,070515,0.03930,0.37800,0.08330,0.81100,3.53900
CCL_AC000259,163910.4,070515,0.04410,0.39460,0.08380,0.79900,0.65000
CCL_AC000304,163910.4,070515,0.03700,0.34560,0.07490,0.80700,3.61200
CCL_AC000259,163910.6,070515,0.04350,0.38510,0.07940,0.79700,0.65800
CCL_AC000304,163910.6,070515,0.03710,0.34910,0.07800,0.80800,3.47600
CCL_AC000259,163910.6,070515,0.04480,0.40350,0.08570,0.80000,0.65000
CCL_AC000304,163910.6,070515,0.03960,0.37580,0.07410,0.80900,4.07400
CCL_AC000259,163910.8,070515,0.04640,0.42300,0.08620,0.80200,0.66200
CCL_AC000304,163910.8,070515,0.04060,0.40120,0.08250,0.81600,3.86500
CCL_AC000259,163910.8,070515,0.04590,0.42390,0.08360,0.80500,0.67100
CCL_AC000304,163910.8,070515,0.04050,0.41020,0.08750,0.82000,3.68700
CCL_AC000259,163911.0,070515,0.04370,0.41490,0.08620,0.80900,0.65600
CCL_AC000304,163911.0,070515,0.03990,0.41910,0.09000,0.82600,3.65900
CCL_AC000259,163911.0,070515,0.04430,0.41240,0.09260,0.80600,0.63300
CCL_AC000304,163911.0,070515,0.04010,0.42600,0.08650,0.82800,3.92500
CCL_AC000259,163911.2,070515,0.04510,0.40150,0.08340,0.79800,0.65600
CCL_AC000304,163911.2,070515,0.03910,0.43050,0.08440,0.83300,4.10300
CCL_AC000259,163911.2,070515,0.04650,0.36860,0.08280,0.77600,0.63300
CCL_AC000304,163911.2,070515,0.03960,0.43270,0.09120,0.83200,3.74300
CCL_AC000259,163911.4,070515,0.04670,0.32880,0.07780,0.75100,0.61700
CCL_AC000304,163911.4,070515,0.04090,0.43450,0.08450,0.82800,4.14300
CCL_AC000259,163911.4,070515,0.05120,0.28490,0.08250,0.69500,0.55100
CCL_AC000304,163911.4,070515,0.04240,0.45220,0.09410,0.82900,3.80400
CCL_AC000259,163911.6,070515,0.05770,0.25330,0.07720,0.62900,0.53300
CCL_AC000304,163911.6,070515,0.04380,0.45570,0.08940,0.82500,4.09600
CCL_AC000259,163911.6,070515,0.06520,0.21060,0.07580,0.52700,0.47000
CCL_AC000304,163911.6,070515,0.04370,0.42990,0.09180,0.81500,3.68500
CCL_AC000259,163911.8,070515,0.06970,0.17150,0.06330,0.42200,0.46100
