utc_time,utc_date,longitude,latitude,heading,elevation
204140.2,080515,-96.6191598,39.1328326,3.171802681601,312.3
204140.4,080515,-96.6191598,39.1328326,3.172706411334,312.3
204140.6,080515,-96.6191598,39.1328326,3.172669672505,312.3
204140.8,080515,-96.6191598,39.1328326,3.171879016787,312.3
204141.0,080515,-96.6191598,39.1328326,3.171896281684,312.3
204141.2,080515,-96.6191598,39.1328326,3.171938222932,312.3
204141.4,080515,-96.6191598,39.1328326,3.173364809184,312.3
204141.6,080515,-96.6191598,39.1328326,3.173342232151,312.29
204141.8,080515,-96.6191598,39.1328327,3.172611286903,312.3
204142.0,080515,-96.6191598,39.1328326,3.173364809563,312.3
204142.2,080515,-96.6191598,39.1328326,3.172610024688,312.3
204142.4,080515,-96.6191598,39.1328326,3.171879016787,312.3
204142.6,080515,-96.6191598,39.1328327,3.171879016409,312.29
204142.8,080515,-96.6191598,39.1328326,3.172669672505,312.29
204143.0,080515,-96.6191598,39.1328327,3.170408875783,312.29
204143.2,080515,-96.6191598,39.1328327,3.171861771167,312.29
204143.4,080515,-96.6191598,39.1328327,3.171938222553,312.29
204143.6,080515,-96.6191598,39.1328327,3.171879016409,312.29
204143.8,080515,-96.6191598,39.1328327,3.171089223835,312.3
204144.0,080515,-96.6191598,39.1328327,3.171861771168,312.29
204144.2,080515,-96.6191598,39.1328327,3.171181634421,312.29
204144.4,080515,-96.6191598,39.1328326,3.172651967544,312.3
204144.6,080515,-96.6191598,39.1328326,3.171879016787,312.3
204144.8,080515,-96.6191598,39.1328326,3.171182840052,312.3
204145.0,080515,-96.6191598,39.1328326,3.173364809184,312.3
204145.2,080515,-96.6191598,39.1328326,3.171938222932,312.3
204145.4,080515,-96.6191598,39.1328326,3.172032228227,312.3
204145.6,080515,-96.6191598,39.1328326,3.172574724309,312.29
204145.8,080515,-96.6191598,39.1328326,3.171106029828,312.3
204146.0,080515,-96.6191598,39.1328326,3.172687397656,312.3
204146.2,080515,-96.6191598,39.1328326,3.173401029219,312.29
204146.4,080515,-96.6191598,39.1328326,3.173364809563,312.29
204146.6,080515,-96.6191598,39.1328326,3.173382909267,312.29
204146.8,080515,-96.6191597,39.1328327,3.171843315896,312.28
204147.0,080515,-96.6191598,39.1328326,3.172610024687,312.29
204147.2,080515,-96.6191598,39.1328326,3.172610024687,312.29
204147.4,080515,-96.6191598,39.1328326,3.171879016787,312.3
204147.6,080515,-96.6191598,39.1328327,3.171072437342,312.3
204147.8,080515,-96.6191598,39.1328326,3.172651967544,312.3
204148.0,080515,-96.6191598,39.1328327,3.170300293975,312.3
204148.2,080515,-96.6191598,39.1328326,3.172592364452,312.3
204148.4,080515,-96.6191598,39.1328327,3.171819882334,312.3
204148.6,080515,-96.6191598,39.1328327,3.170374864757,312.3
204148.8,080515,-96.6191598,39.1328327,3.170358474353,312.29
204149.0,080515,-96.6191598,39.1328327,3.171072437342,312.3
204149.2,080515,-96.6191598,39.1328327,3.171896281685,312.3
204149.4,080515,-96.6191598,39.1328327,3.171819882334,312.29
204149.6,080515,-96.6191598,39.1328327,3.172592364452,312.28
204149.8,080515,-96.6191598,39.1328327,3.172610024688,312.29
204150.0,080515,-96.6191598,39.1328327,3.171819882713,312.3
204150.2,080515,-96.6191597,39.1328327,3.171785500051,312.29
204150.4,080515,-96.6191598,39.1328327,3.172515238286,312.29
204150.6,080515,-96.6191598,39.1328327,3.172532833862,312.29
204150.8,080515,-96.6191598,39.1328327,3.172516494449,312.29
204151.0,080515,-96.6191598,39.1328326,3.173957349028,312.29
204151.2,080515,-96.6191598,39.1328326,3.172532833862,312.29
204151.4,080515,-96.6191597,39.1328326,3.171802681601,312.3
204151.6,080515,-96.6191597,39.1328326,3.173382909267,312.3
204151.8,080515,-96.6191597,39.1328326,3.172496408069,312.3
204152.0,080515,-96.6191597,39.1328326,3.172574724308,312.3
204152.2,080515,-96.6191597,39.1328326,3.172592364452,312.3
204152.4,080515,-96.6191598,39.1328326,3.172669672505,312.3
204152.6,080515,-96.6191598,39.1328327,3.171089223834,312.3
204152.8,080515,-96.6191598,39.1328327,3.171879016409,312.29
204153.0,080515,-96.6191598,39.1328327,3.171955531738,312.3
204153.2,080515,-96.6191598,39.1328327,3.171955531738,312.29
204153.4,080515,-96.6191598,39.1328326,3.172651967544,312.3
204153.6,080515,-96.6191598,39.1328327,3.171821112114,312.3
204153.8,080515,-96.6191598,39.1328326,3.172651967544,312.3
204154.0,080515,-96.6191598,39.1328327,3.172611286903,312.3
204154.2,080515,-96.6191598,39.1328327,3.171164765897,312.3
204154.4,080515,-96.6191598,39.1328327,3.171879016409,312.29
204154.6,080515,-96.6191598,39.1328327,3.171164765897,312.3
204154.8,080515,-96.6191598,39.1328327,3.171030602492,312.3
204155.0,080515,-96.6191598,39.1328327,3.170374864759,312.3
204155.2,080515,-96.6191598,39.1328326,3.171879016787,312.3
204155.4,080515,-96.6191598,39.1328327,3.171861771545,312.3
204155.6,080515,-96.6191598,39.1328327,3.171802681224,312.3
204155.8,080515,-96.6191598,39.1328327,3.171879016409,312.3
204156.0,080515,-96.6191598,39.1328327,3.172610024688,312.3
204156.2,080515,-96.6191598,39.1328327,3.171879016787,312.3
204156.4,080515,-96.6191598,39.1328327,3.171897515644,312.3
204156.6,080515,-96.6191598,39.1328327,3.172651967544,312.29
204156.8,080515,-96.6191598,39.1328327,3.173304810256,312.3
204157.0,080515,-96.6191598,39.1328327,3.171879016787,312.3
204157.2,080515,-96.6191598,39.1328327,3.171089224214,312.3
